Rank,WinRate,Games,KDA,AVG_kills,AVG_deaths,AVG_assists,Creep_Score,Damage,Gold,Multi_KillChallenger,57,171,4.02,6.9,3.2,6.1,170.0,17725,10805,110
Grandmaster,54,250,2.39,5.3,4.7,6.0,173.7,16410,10860,123
Grandmaster,52,1180,2.6,5.7,4.9,7.2,194.4,16279,11173,574
Grandmaster,60,48,2.95,8.3,5.2,7.0,191.2,21504,12015,64
Master,53,568,2.06,7.1,6.3,5.8,214.9,18676,12450,584
Grandmaster,60,102,3.51,1.6,4.3,13.5,27.6,5985,7175,4
Grandmaster,51,206,2.67,5.7,4.5,6.3,202.2,15284,11547,177
Master,61,93,4.23,9.8,4.2,7.8,148.5,17592,11611,133
Master,55,888,2.44,8.3,6.1,6.6,141.5,17399,10996,766
Grandmaster,60,37,1.81,7.2,7.0,5.4,224.2,20478,12850,40
Master,58,99,2.28,8.1,6.1,5.7,196.4,20055,12147,176
Grandmaster,59,384,2.64,8.5,5.6,6.3,147.6,17115,11514,337
Grandmaster,57,150,2.69,6.8,4.7,5.8,165.2,17899,10370,130
Grandmaster,51,80,4.79,7.2,3.0,7.3,169.8,18284,10945,48
Grandmaster,58,86,3.33,6.9,4.0,6.5,166.6,15226,11315,84
Grandmaster,51,53,3.03,7.9,5.4,8.6,196.4,25807,11918,64
Master,64,59,3.86,5.4,4.0,10.1,152.4,18262,10491,30
Grandmaster,59,166,2.8,7.2,4.9,6.6,207.7,22672,12160,205
Grandmaster,54,901,2.13,8.5,6.1,4.6,170.9,21341,11410,838
Grandmaster,56,536,3.48,1.5,4.4,13.8,25.9,6998,7692,16
Unranked,56,283,3.21,2.5,4.5,11.9,43.2,9245,7468,20
Unranked,58,507,2.28,7.3,5.9,6.2,189.6,19591,11782,296
Master,53,324,2.84,7.9,4.5,4.9,187.1,19118,11883,295
Grandmaster,60,148,3.58,7.2,3.7,5.9,160.1,16118,10876,124
Master,55,230,2.72,7.2,4.7,5.6,202.8,17147,12213,214
Grandmaster,55,93,2.14,6.9,6.0,5.9,181.7,18455,11651,90
Unranked,51,53,4.04,1.4,3.9,14.3,25.2,5502,7031,2
Grandmaster,56,545,1.81,6.2,5.8,4.4,175.2,15276,10951,391
Unranked,61,92,4.24,9.8,4.1,7.8,147.8,16593,11509,80
Unranked,61,133,3.59,1.3,4.4,14.5,28.9,5734,7122,4
