Rank,WinRate,Games,KDA,AVG_kills,AVG_deaths,AVG_assists,Creep_Score,Damage,Gold,Multi_Kill
Unranked,61,46,2.64,9.6,6.3,7.1,178.0,23306,12097,60
Diamond 1,55,131,3.49,7.6,4.0,6.4,202.5,17941,12014,154
Unranked,50,42,2.4,7.1,5.1,5.0,179.4,19193,11314,40
Diamond 1,49,73,2.68,6.1,5.1,7.7,194.6,25872,11772,58
Unranked,50,491,2.27,2.9,7.1,13.1,43.5,10175,8239,83
Diamond 1,57,348,2.71,11.9,6.5,5.7,169.6,23670,12802,1033
Diamond 1,65,131,5.04,5.2,3.1,10.6,137.5,13341,9598,58
Unranked,57,441,2.14,6.7,5.5,5.1,203.4,19439,12709,290
Diamond 1,66,110,2.77,9.3,5.6,6.2,213.7,21285,13111,193
Diamond 1,55,1076,2.55,5.8,4.3,5.2,192.8,16506,11761,405
Diamond 1,66,89,2.2,5.2,5.8,7.6,143.0,17862,10442,38
Diamond 1,52,151,2.49,7.8,5.5,6.0,211.6,22703,12892,159
Diamond 1,59,29,2.87,4.8,2.9,3.4,227.6,14379,11466,25
Diamond 1,59,345,2.59,6.9,5.4,7.2,195.2,19714,11941,215
Diamond 1,60,173,2.29,6.4,4.9,4.9,223.9,16711,13076,142
Unranked,59,86,3.28,7.7,4.1,5.8,189.2,16951,11680,90
Diamond 2,39,28,1.87,6.8,6.1,4.7,187.1,19688,11606,23
Diamond 1,59,189,3.26,1.9,5.1,14.8,17.8,6824,8034,14
Diamond 1,59,75,2.96,8.0,4.7,6.1,179.3,19944,11596,97
Unranked,68,129,3.31,4.2,3.8,8.3,142.6,16209,10153,36
Diamond 1,51,39,2.24,6.6,5.6,5.9,164.2,19669,10718,34
Diamond 1,54,331,3.03,4.0,4.8,10.7,125.3,12670,9189,77
Diamond 2,66,29,3.12,7.8,5.2,8.5,202.7,23675,12750,26
Diamond 2,55,178,3.01,8.6,5.0,6.5,179.5,19317,12604,255
Diamond 2,57,23,2.71,9.9,5.8,5.7,136.3,18582,11593,29
Diamond 2,62,188,2.16,3.9,5.8,8.7,166.8,13955,9944,86
Diamond 2,49,237,2.42,8.7,5.4,4.4,165.1,19162,11611,203
Unranked,60,158,2.59,10.4,6.1,5.3,156.8,23492,12068,198
Diamond 2,62,95,2.65,9.7,5.9,5.8,177.0,19771,12674,175
Diamond 2,55,128,2.33,9.3,6.9,6.7,197.4,22394,13520,197
Diamond 2,55,765,2.33,8.2,6.4,6.8,175.0,20777,11782,792
Diamond 2,57,494,2.75,7.0,4.3,4.8,201.2,18244,12371,324
Diamond 2,59,227,3.02,7.7,5.0,7.2,189.6,19994,12045,161
Diamond 2,59,618,2.55,7.8,6.3,8.1,198.1,21558,12437,957
Diamond 2,61,110,2.62,6.5,4.8,6.1,187.5,18997,11713,41
Diamond 2,57,117,2.63,1.9,6.0,13.9,35.9,7821,7685,5
Unranked,49,33,3.6,9.1,4.3,6.4,200.6,23594,12360,34
Diamond 2,55,31,2.24,4.7,6.1,9.0,133.0,15567,9672,6
Diamond 2,49,283,3.1,8.4,4.5,5.6,170.6,17932,11600,289
Unranked,59,162,1.79,6.4,5.6,3.7,231.1,18339,13122,101
Diamond 2,60,58,3.54,2.6,4.5,13.2,37.9,7930,7801,6
Diamond 2,60,122,3.32,5.5,5.2,11.9,65.7,19865,10612,87
Diamond 2,52,414,2.58,1.8,6.4,14.8,34.1,6567,7638,21
Diamond 2,52,174,3.35,8.1,4.5,6.9,177.8,18582,11944,147
Diamond 2,57,131,4.96,2.4,3.7,15.8,6.9,10669,7870,15
Diamond 2,54,136,2.12,6.5,5.3,4.7,201.4,20048,12423,108
Diamond 2,63,192,2.14,8.0,7.2,7.4,150.8,22503,11968,149
Diamond 2,59,213,2.91,7.3,4.4,5.6,193.4,17458,12230,173
Diamond 2,53,72,1.87,7.7,6.2,3.8,186.2,21790,12175,58
Unranked,63,30,2.7,8.1,5.3,6.1,192.0,22974,12189,32
Diamond 3,52,86,2.59,3.5,3.2,4.9,197.3,16370,11156,19
Diamond 3,51,168,2.51,6.9,5.4,6.6,193.2,19848,11899,126
Diamond 3,54,35,3.19,8.1,5.4,9.0,135.0,17010,11356,30
Diamond 3,60,88,2.52,12.4,7.2,5.9,143.7,26487,11891,125
Unranked,58,340,2.49,9.8,6.8,7.0,151.4,22242,11814,487
Diamond 3,64,189,3.9,8.6,4.2,7.6,199.9,28694,12643,161
Diamond 3,50,261,3.69,9.7,4.2,5.8,205.3,18849,13385,401
Diamond 3,47,34,2.63,2.7,6.0,13.2,31.6,8713,7836,3
Diamond 3,51,63,2.8,2.5,5.1,11.8,41.9,8194,7630,8
Diamond 3,53,193,3.47,7.5,4.7,8.8,157.5,16152,11845,139
Unranked,63,90,3.2,8.9,4.9,7.0,180.7,20159,12658,116
Diamond 3,52,506,2.69,7.0,4.8,6.0,193.0,23235,11712,447
Diamond 3,60,88,3.02,7.6,4.9,7.2,176.9,25042,11574,56
Unranked,62,42,5.37,2.1,3.5,16.5,4.2,9550,7703,3
Diamond 3,61,43,4.28,8.4,3.1,5.0,183.2,16576,12091,59
Diamond 3,52,67,3.4,2.4,5.3,15.5,37.3,6935,8058,6
Unranked,50,30,1.6,5.9,6.9,5.1,151.4,18325,10300,22
Diamond 3,56,156,2.27,9.3,6.3,4.9,200.0,21380,13159,355
Diamond 3,63,30,3.98,8.6,4.5,9.4,168.2,21552,12461,37
Diamond 3,52,161,1.98,7.1,6.1,5.1,187.9,21650,11861,137
Diamond 3,57,233,2.2,11.2,8.0,6.5,161.7,25326,12773,557
Diamond 3,54,788,3.58,8.7,4.1,6.2,167.3,18612,11890,1280
Diamond 3,55,40,2.17,6.1,6.6,8.3,182.1,24648,11494,20
Unranked,54,179,3.21,1.9,4.2,11.6,32.9,5812,7510,11
Diamond 3,52,235,3.59,0.9,4.1,13.9,21.9,4000,7434,4
Diamond 3,55,93,3.04,9.6,5.4,6.8,192.0,22500,12861,104
Unranked,54,200,2.9,1.8,5.8,15.0,9.2,7881,7589,14
Diamond 3,51,79,2.12,7.6,6.9,7.0,154.3,16563,11010,49
Diamond 3,68,25,2.84,11.2,6.5,7.3,168.2,25136,12811,32
Diamond 3,44,86,2.93,8.2,5.2,6.9,196.4,20234,12674,101
Diamond 3,59,80,2.45,7.3,6.0,7.4,204.8,21574,12204,115
Diamond 3,55,134,2.35,7.9,6.3,6.9,184.7,23529,12033,154
Diamond 3,61,105,2.36,10.4,6.3,4.4,147.0,21008,11441,114
Diamond 3,51,87,3.47,8.9,4.3,6.0,218.5,20242,13132,144
Diamond 3,63,119,3.12,11.2,5.7,6.7,155.6,25613,12423,147
Unranked,44,84,2.8,6.1,4.6,6.8,191.0,22881,12089,40
Diamond 3,65,86,2.21,6.5,5.6,5.9,165.6,20181,11085,55
Diamond 4,59,126,2.92,1.3,5.7,15.3,34.2,6870,7548,1
Diamond 3,61,157,3.21,9.6,5.3,7.5,221.0,21219,13741,265
Diamond 3,78,27,7.16,3.9,3.2,19.2,11.8,10172,9055,3
Unranked,33,9,2.72,9.0,5.6,6.1,153.4,20683,11467,9
Diamond 3,49,231,2.43,5.0,5.0,7.0,141.6,16289,10572,103
Diamond 3,48,228,2.63,8.7,5.4,5.5,164.6,17623,12058,220
Diamond 3,61,86,3.12,5.9,3.3,4.4,200.6,17061,11740,51
Diamond 3,54,634,2.68,8.8,6.2,8.0,200.8,22079,12706,1081
Diamond 3,62,109,2.31,7.7,6.4,7.1,188.2,25186,13163,85
Diamond 3,57,133,3.41,9.1,5.2,8.5,175.2,19239,12357,195
Unranked,47,15,2.28,7.0,6.3,7.3,155.2,18035,10655,10
Unranked,57,155,2.47,5.7,5.6,8.0,159.8,22826,11196,82
Diamond 3,67,21,3.84,11.3,4.7,6.8,174.9,20985,13041,42
Diamond 3,50,90,2.74,7.4,5.3,7.2,139.9,16766,10888,61
Unranked,55,22,1.64,7.2,7.6,5.3,207.9,22370,12904,3
Diamond 4,56,537,2.39,8.0,6.8,8.3,182.3,21602,12219,853
Diamond 4,54,161,3.66,7.7,3.7,5.8,194.7,22795,11959,202
Diamond 4,59,241,3.22,10.6,4.9,5.1,150.0,23502,11456,388
Unranked,63,236,2.43,6.1,5.8,8.0,175.4,18722,11192,111
Diamond 4,58,153,3.29,7.2,4.4,7.1,179.9,19572,11770,107
Diamond 4,56,81,2.79,9.6,6.6,8.8,195.9,30166,13311,105
Diamond 4,61,230,2.35,9.0,6.2,5.6,172.7,22475,12349,514
Diamond 4,58,224,2.87,9.0,4.8,4.9,176.8,17196,12321,432
Diamond 4,54,147,2.68,8.0,5.2,5.9,194.8,21361,12429,138
Unranked,56,77,3.3,7.2,4.8,8.6,169.8,19095,11788,73
Diamond 4,52,112,2.65,7.0,5.0,6.1,211.7,17571,12499,87
Unranked,57,114,3.1,9.4,5.8,8.7,173.7,23738,12930,124
Unranked,53,163,3.94,1.5,4.4,15.9,7.3,8381,7643,2
Diamond 4,57,214,2.49,5.7,5.2,7.3,183.4,17608,11175,88
Diamond 4,54,550,2.72,3.2,5.2,10.8,86.5,13829,9144,117
Unranked,51,59,2.6,1.9,5.6,12.7,31.0,12313,8206,5
Diamond 4,55,352,3.33,6.4,4.5,8.7,180.8,18126,11635,296
Unranked,55,179,2.96,5.6,5.4,10.5,149.9,14922,10777,65
Unranked,67,64,3.95,2.9,5.2,17.6,33.3,9046,8745,5
Diamond 4,73,26,4.23,8.3,3.7,7.3,247.6,24922,13341,48
Unranked,63,16,2.21,8.8,6.4,5.5,189.4,19740,12260,25
Diamond 4,48,173,1.79,7.9,6.9,4.4,225.1,20802,13105,227
Unranked,54,381,2.85,5.3,5.7,11.0,124.2,15157,9740,102
Diamond 4,54,702,3.41,7.8,4.5,7.4,179.1,22837,11892,449
Diamond 4,38,102,2.92,8.5,6.0,8.9,139.2,16258,11432,114
Diamond 4,55,29,2.27,9.9,7.1,6.2,169.7,23942,12485,30
Diamond 4,61,87,4.12,5.4,3.0,7.0,103.8,19496,9869,25
Diamond 4,67,66,3.25,8.6,5.0,7.7,215.0,25900,13180,97
Diamond 4,83,6,2.42,7.7,6.7,8.5,187.2,25575,13176,5
Diamond 4,56,123,3.8,1.6,4.2,14.6,25.1,6772,7662,5
Diamond 4,55,282,3.4,3.6,5.8,16.0,24.8,14600,8975,61
Diamond 4,56,123,3.8,1.6,4.2,14.6,25.1,6772,7662,5
Diamond 4,74,39,3.38,8.9,4.6,6.7,159.6,17329,12204,38
Diamond 4,60,98,2.34,8.9,5.6,4.3,197.8,23084,13725,109
Diamond 4,48,319,3.19,6.5,4.0,6.3,190.1,15028,11347,260
Unranked,62,87,2.2,5.1,4.6,5.0,189.9,17188,11564,37
Unranked,67,130,4.12,11.0,3.9,5.3,260.5,32907,15217,300
Diamond 4,51,53,2.6,8.3,6.0,7.4,166.0,21195,11644,47
Diamond 4,65,144,3.34,2.0,5.7,16.8,33.6,9134,8109,9
Diamond 4,55,231,3.12,7.4,4.8,7.7,183.3,17819,11738,238
Diamond 4,60,151,3.0,1.7,5.7,15.3,35.1,7216,7906,5
Diamond 4,67,49,3.05,6.6,6.4,13.0,68.3,23445,11193,39
Diamond 4,52,27,1.88,8.1,8.4,7.8,143.2,20442,11320,20
Diamond 4,50,120,2.67,2.6,6.1,13.8,26.8,13015,8430,17
Unranked,69,13,4.29,10.8,4.5,8.4,227.7,27771,14432,21
Diamond 4,56,16,1.85,8.1,7.5,5.8,212.9,21828,13104,15
Unranked,54,383,2.79,5.3,5.6,10.5,38.3,17441,9363,141
Diamond 4,56,563,2.63,7.3,5.8,7.9,187.4,21151,12457,551
Diamond 4,53,295,1.86,10.5,8.8,5.8,151.1,26471,12204,360
Diamond 4,51,296,4.47,5.3,3.8,11.5,162.6,14353,11108,140
Diamond 4,57,330,2.89,5.9,6.0,11.5,95.6,20068,10175,208
Diamond 4,53,175,3.62,5.8,3.9,8.3,161.9,15586,11251,92
Unranked,62,26,2.39,7.4,6.4,7.8,166.7,20866,11166,23
Diamond 4,50,30,2.11,8.0,6.7,6.0,156.6,21513,10806,29
Diamond 4,60,245,2.75,6.6,4.5,5.9,198.4,20666,12683,210
Diamond 4,69,13,1.97,6.2,5.8,5.2,177.0,18575,11097,10
Platinum 1,58,24,2.52,2.3,6.5,14.2,36.3,8569,7966,0
Platinum 1,57,67,3.72,7.7,4.8,10.1,210.2,25182,12609,48
Diamond 4,66,138,2.95,12.0,6.4,7.0,173.1,26880,13674,247
Platinum 1,86,22,3.82,8.5,3.3,4.1,204.2,17458,12572,17
Diamond 4,54,231,3.1,10.0,5.5,7.2,173.2,22824,12684,253
Unranked,50,8,3.35,7.9,4.3,6.4,206.3,21222,12738,8
Unranked,86,21,6.35,10.5,2.7,6.8,195.3,23083,13164,32
Unranked,48,42,2.7,2.9,5.3,11.5,50.9,13234,8274,6
Platinum 1,64,14,1.64,6.7,7.5,5.6,212.4,25390,12616,10
Unranked,53,47,1.76,5.0,5.2,4.1,182.1,19169,10755,22
Unranked,47,15,2.63,6.9,4.7,5.6,187.0,19443,11549,13
Diamond 4,56,116,2.82,6.2,4.6,6.8,156.0,21521,10763,58
Unranked,48,75,2.85,1.9,5.5,13.9,29.0,7120,7579,5
Unranked,29,65,2.83,6.6,4.0,4.7,193.1,13902,11197,64
Diamond 4,49,420,2.99,8.0,4.4,5.1,160.6,16916,11224,606
Diamond 4,69,29,3.82,8.4,3.6,5.1,158.9,17764,11193,47
Unranked,64,96,2.65,5.7,5.3,8.3,171.6,18583,11303,39
Diamond 4,59,80,2.53,8.4,6.1,7.1,194.7,21795,13560,108
Platinum 1,74,23,3.28,9.0,5.4,8.9,172.9,25542,12492,20
Diamond 4,57,61,3.89,8.0,4.5,9.5,187.6,19687,12310,69
Platinum 1,48,48,2.68,1.3,5.6,13.8,37.6,5731,7438,2
Unranked,67,61,2.32,12.1,7.2,4.5,209.5,27675,15507,190
Diamond 4,57,108,2.44,10.5,6.6,5.7,161.0,22039,12595,139
Unranked,65,85,5.67,7.1,3.3,11.5,180.7,18489,11930,66
Diamond 4,52,155,1.8,7.7,7.0,4.8,190.3,21564,11730,140
Diamond 4,58,79,2.02,5.4,6.0,6.7,182.6,20808,10912,45
Diamond 4,65,60,4.1,8.0,4.3,9.5,174.6,17363,11811,66
Unranked,56,64,1.8,4.0,5.1,5.2,139.3,14052,9415,22
Diamond 4,56,391,2.34,4.6,4.9,6.8,188.8,18941,11433,141
Diamond 4,51,145,2.17,6.4,5.6,5.8,165.9,19400,11332,89
Diamond 4,54,836,2.58,1.4,6.8,16.1,24.3,7997,8172,41
Platinum 1,61,33,3.88,3.1,4.6,14.9,16.9,11822,8323,1
Diamond 4,53,459,2.54,9.5,6.2,6.3,159.3,21164,11735,858
Diamond 4,46,56,1.47,6.0,6.9,4.1,198.8,16198,11539,35
Diamond 4,62,113,2.86,7.4,6.1,10.1,130.7,21727,10804,54
Diamond 4,52,205,2.68,2.7,7.2,16.6,15.6,10743,8653,18
Unranked,57,379,2.71,9.4,6.2,7.4,158.8,17613,12501,341
Unranked,51,158,2.95,7.2,5.1,7.8,183.9,17733,11751,179
Platinum 1,50,26,2.38,6.0,6.7,10.0,45.7,18686,9465,16
Platinum 1,60,62,1.78,7.2,6.3,4.0,173.2,19533,12052,61
Diamond 4,75,16,4.12,13.1,5.9,11.4,202.9,31390,15245,34
Diamond 4,56,120,2.31,7.6,6.4,7.2,215.7,22353,12680,85
Diamond 4,53,410,1.94,5.9,6.1,5.9,172.8,20375,11412,215
Unranked,70,27,3.31,4.1,3.8,8.5,227.5,18484,12114,9
Diamond 4,63,206,2.89,8.4,5.5,7.4,182.6,24578,12039,190
Diamond 4,60,217,2.82,9.4,5.7,6.8,213.6,25853,14083,348
Platinum 1,54,107,2.78,6.1,4.1,5.4,174.3,16795,10414,67
Unranked,68,25,3.63,4.8,3.6,8.1,197.2,15317,11108,6
Unranked,84,19,2.25,3.7,5.3,8.3,157.2,13025,9475,11
Unranked,59,198,3.26,11.2,5.4,6.6,166.7,23508,12604,314
Unranked,64,50,2.49,7.2,5.3,6.0,203.4,21492,12617,38
Unranked,54,706,2.87,6.4,5.1,8.3,35.5,9645,10423,643
Unranked,63,24,2.62,6.6,5.0,6.5,167.5,16438,10403,31
Unranked,57,103,1.89,8.5,7.2,5.1,179.4,20901,12585,168
Unranked,69,36,1.98,9.8,7.6,5.3,177.8,28689,12173,68
Unranked,57,56,2.87,4.5,5.4,11.0,188.4,17527,11208,13
Platinum 1,58,387,2.53,5.5,4.7,6.5,187.3,16581,10956,168
Unranked,61,125,3.38,7.3,4.1,6.6,170.4,18814,12003,91
Unranked,62,29,2.42,6.4,4.2,3.7,198.2,16781,12075,17
Unranked,60,20,2.77,9.6,5.7,6.1,217.2,25553,13296,34
Platinum 1,66,74,2.99,9.3,4.9,5.3,193.9,21794,13034,94
Unranked,35,17,3.08,6.9,4.9,8.3,191.5,16198,11659,18
Unranked,59,248,2.42,8.5,5.5,4.8,212.8,20949,13022,323
Unranked,67,115,2.84,8.3,4.9,5.7,188.2,21661,11787,87
Unranked,69,67,2.51,10.4,7.0,7.2,164.6,23051,12971,149
Platinum 1,60,10,2.4,6.7,4.7,4.6,169.0,17291,11060,6
Unranked,43,7,1.49,1.3,5.0,6.1,24.4,3637,5316,0
Unranked,59,97,2.84,8.4,6.0,8.7,195.9,25812,12193,105
Unranked,67,30,3.63,10.2,4.8,7.1,198.8,20484,13463,44
Unranked,70,10,1.83,4.1,5.4,5.8,145.6,10669,8887,4
Unranked,65,34,3.13,6.4,4.1,6.4,184.9,21566,11078,33
Unranked,50,342,2.14,7.8,5.8,4.6,186.7,22982,11737,350
Unranked,57,178,3.04,6.7,4.7,7.5,181.2,18726,11670,147
Unranked,62,209,3.09,7.9,5.2,8.3,183.6,17344,12438,177
Unranked,58,124,2.36,4.6,5.7,8.8,170.3,15133,10639,65
Unranked,54,110,3.64,5.2,3.2,6.6,204.0,20340,11404,80
Unranked,63,35,2.93,9.1,5.6,7.3,191.8,21921,12919,51
Unranked,50,327,2.38,5.9,5.8,7.8,185.6,17235,12321,181
Unranked,50,30,2.99,4.4,4.5,9.0,160.3,14587,10283,11
Unranked,67,214,3.89,12.3,4.3,4.3,225.2,23946,14197,377
Platinum 1,50,68,3.16,2.1,3.6,9.4,120.6,5738,8559,2
Unranked,67,43,2.06,6.3,8.2,10.7,27.0,11173,10409,35
Unranked,58,33,2.91,1.7,4.8,12.3,19.8,9323,7655,0
Unranked,49,343,2.68,8.6,5.3,5.7,162.9,19246,11431,607
Unranked,45,31,2.28,7.2,5.6,5.5,195.5,18667,11515,40
Unranked,72,25,2.48,6.8,5.2,6.1,160.1,15900,11179,25
Unranked,52,104,7.32,0.9,1.9,13.1,18.2,4856,7260,3
Unranked,57,23,2.26,9.6,7.7,7.7,116.6,23169,11004,29
Unranked,63,16,2.56,5.5,4.4,5.9,163.9,16881,10639,6
Unranked,42,38,2.42,7.5,5.0,4.6,231.2,20717,12647,39
Unranked,40,15,2.56,4.6,4.5,7.0,151.7,14702,9365,7
Unranked,50,10,3.3,7.9,3.7,4.3,230.9,19994,12671,17
Unranked,54,100,2.98,7.7,5.0,7.3,138.6,18435,10387,55
Unranked,66,41,2.28,8.4,6.1,5.4,146.3,17861,10780,63
Unranked,54,309,3.31,1.9,4.3,12.5,37.6,5713,7575,16
Platinum 1,41,17,2.47,8.8,5.8,5.5,225.2,20524,13451,20
Platinum 1,69,32,2.96,9.0,5.8,8.1,188.0,26432,12312,58
Unranked,58,117,2.68,6.3,5.3,7.8,181.0,23373,11226,74
Platinum 1,52,451,2.89,5.9,4.4,6.9,203.7,19284,11795,359
Unranked,43,30,1.56,5.5,6.6,4.8,164.7,17192,9985,25
Platinum 1,56,133,2.42,9.2,6.1,5.4,185.6,19698,12747,194
Platinum 1,52,86,1.55,5.2,8.0,7.2,183.9,21932,11478,36
Platinum 1,58,410,2.51,7.8,5.6,6.2,136.5,18717,10726,222
Platinum 1,56,32,1.88,8.5,6.9,4.6,226.6,23118,12906,35
Platinum 1,67,57,3.8,10.5,5.2,9.1,156.3,24037,12155,60
Platinum 1,51,51,4.2,1.6,4.3,16.4,6.8,7209,7567,1
Platinum 1,31,16,2.93,10.1,5.6,6.2,164.9,21301,12203,25
Platinum 1,61,31,3.04,10.6,6.1,8.0,174.0,21245,12309,77
Platinum 1,64,74,3.21,9.2,4.9,6.5,165.7,22554,11576,54
Platinum 1,57,53,2.56,6.0,5.2,7.4,133.3,12563,9903,23
Platinum 1,39,49,1.45,4.6,5.6,3.5,203.6,16242,10676,21
Platinum 1,72,18,2.86,13.9,7.4,7.4,162.6,28859,13828,71
Unranked,75,12,3.78,9.3,5.6,11.8,123.9,17534,12119,8
Unranked,59,61,4.42,1.4,3.5,14.0,20.1,4577,7409,2
Unranked,75,24,3.41,3.8,2.5,4.9,159.9,10716,9730,6
Platinum 1,48,184,2.68,3.4,5.5,11.5,36.1,19637,8728,20
Platinum 1,54,69,2.62,9.8,5.9,5.6,172.2,23374,12109,81
Platinum 1,72,72,2.89,2.4,5.2,12.7,37.2,13938,7854,8
Platinum 1,72,61,2.78,7.3,5.2,7.1,174.1,24252,11729,54
Unranked,47,30,2.63,6.8,6.1,9.4,154.0,19082,10794,23
Platinum 1,61,66,2.68,8.2,5.4,6.3,183.5,22203,12451,41
Unranked,54,70,2.05,6.8,6.0,5.5,195.2,22788,12587,39
Platinum 1,50,76,3.54,3.7,3.5,8.7,134.6,14921,9343,11
Platinum 1,50,20,4.53,1.2,3.2,13.3,13.0,6305,7531,1
Unranked,52,63,1.71,7.0,7.3,5.6,220.2,23862,12945,33
Unranked,71,24,4.03,11.6,5.1,9.0,149.1,28464,11855,26
Unranked,48,56,3.01,9.7,5.1,5.7,224.7,21243,13536,102
Unranked,56,54,2.78,1.9,5.5,13.4,28.8,7499,7242,2
Platinum 1,55,86,2.33,7.3,5.8,6.2,202.7,23858,12065,115
Platinum 1,58,84,4.8,1.2,3.3,14.5,18.9,5861,7419,2
Platinum 1,60,10,2.72,9.2,5.4,5.5,180.8,23872,11541,12
Platinum 1,55,267,2.73,2.4,6.3,14.8,16.2,10341,8193,31
Unranked,56,25,2.96,7.1,4.8,7.1,202.9,18507,11844,26
Unranked,48,42,2.46,6.1,5.7,7.9,199.6,20212,11700,27
Platinum 1,82,11,4.27,9.7,4.7,10.5,211.2,23814,13824,20
Platinum 1,65,51,2.93,10.5,6.0,7.0,191.5,23809,13071,89
Platinum 1,46,109,2.23,8.4,8.4,10.3,146.5,18791,12081,98
Unranked,61,325,2.71,5.6,6.3,11.5,63.8,23260,9875,246
Unranked,57,105,2.63,9.9,6.1,6.0,160.6,20663,12430,123
Platinum 1,58,353,3.49,4.0,4.7,12.4,160.2,11590,10809,67
Unranked,59,34,3.26,7.2,4.2,6.6,184.3,21849,11434,36
Platinum 1,58,175,3.15,9.1,5.6,8.5,165.3,19417,12322,211
Platinum 2,52,401,5.01,1.6,3.1,13.9,18.8,7662,7877,16
Platinum 2,48,25,2.42,5.5,5.4,7.6,206.6,24737,12004,14
Platinum 2,63,121,2.27,7.9,5.8,5.2,236.1,19651,13436,163
Unranked,56,133,2.22,6.4,4.5,3.7,213.0,17241,12681,67
Unranked,58,24,1.99,8.4,7.8,7.2,211.0,25976,13718,19
Platinum 2,70,172,4.32,10.4,4.7,9.7,170.9,21066,12849,299
Platinum 2,60,135,3.39,7.4,4.7,8.7,207.1,26286,12941,123
Unranked,70,27,4.24,12.3,4.3,6.1,184.1,25003,12820,65
Platinum 2,56,243,2.51,10.7,6.4,5.4,198.4,25394,13984,400
Unranked,51,81,2.39,7.8,5.5,5.4,180.3,22107,12128,73
Platinum 2,57,100,2.26,4.6,5.4,7.6,197.0,18668,11413,25
Platinum 2,58,184,2.66,10.4,6.8,7.6,181.0,21939,13151,250
Platinum 2,54,61,2.55,7.9,5.7,6.7,195.8,20257,12426,74
Platinum 2,52,379,2.17,3.7,5.4,8.0,190.0,15816,10835,115
Unranked,71,17,3.35,8.8,4.4,5.9,194.4,21700,12645,24
Unranked,52,155,3.2,7.1,4.1,6.1,220.5,19578,12787,156
Unranked,65,17,2.88,10.0,5.8,6.6,200.1,20730,13726,27
Platinum 2,55,91,2.31,5.5,4.6,5.1,174.3,16848,10980,59
Platinum 2,56,61,2.71,5.9,4.8,7.0,188.4,23532,11009,46
Platinum 2,61,54,1.61,5.9,8.2,7.4,172.7,21210,11155,17
Platinum 2,58,26,2.39,9.0,6.4,6.3,191.1,20525,12587,57
Unranked,57,68,2.02,7.5,6.7,6.1,164.3,19357,11232,43
Platinum 2,51,39,2.64,3.8,5.4,10.4,48.3,17200,9028,6
Platinum 2,50,16,3.11,1.3,4.7,13.3,15.1,5611,7058,0
Platinum 2,56,230,2.85,8.9,5.3,6.0,192.9,20347,12795,297
Unranked,64,28,2.82,12.9,6.4,5.1,198.3,29080,15505,88
Unranked,50,14,1.32,6.3,8.4,4.8,191.1,22340,12534,16
Platinum 2,72,54,2.65,5.9,5.9,9.6,149.2,15561,10922,23
Unranked,53,76,3.15,4.0,3.3,6.2,178.2,13659,10437,25
Platinum 2,63,8,1.44,6.4,7.6,4.6,186.1,17707,11036,12
Platinum 2,60,202,2.56,7.6,6.5,8.9,126.6,15819,10910,111
Platinum 2,55,108,2.73,8.8,5.6,6.4,157.6,20368,11538,97
Platinum 2,45,20,2.51,6.5,5.1,6.4,167.3,20069,10984,13
Platinum 2,74,34,3.89,4.1,5.0,15.5,36.2,16145,10126,14
Unranked,55,20,2.7,8.8,6.9,9.7,149.7,21092,12377,20
Platinum 2,56,233,2.87,7.8,6.2,9.9,98.7,26376,11364,161
Platinum 2,49,66,1.78,7.0,7.3,6.0,201.7,21214,12490,46
Platinum 2,80,10,3.14,11.0,5.7,6.9,241.8,34746,14993,10
Platinum 2,65,37,2.18,9.5,6.5,4.7,160.4,22302,11839,33
Platinum 2,55,178,3.04,5.3,4.7,8.9,162.3,19747,11061,34
Unranked,62,131,3.96,8.5,3.8,6.5,169.9,19236,11893,136
Unranked,50,2,1.75,3.0,4.0,4.0,208.0,9889,10991,2
Platinum 2,60,65,2.57,5.4,4.5,6.2,211.5,21730,11484,44
Unranked,56,39,4.17,7.3,3.7,8.1,210.5,26780,12739,40
Platinum 2,62,114,2.07,8.9,6.9,5.5,191.1,25576,12818,99
Platinum 2,60,145,3.29,7.8,5.0,8.4,197.8,22749,12620,130
Platinum 2,58,216,2.46,8.8,5.9,5.8,194.7,23577,12546,233
Platinum 2,58,80,2.91,5.6,4.1,6.4,198.2,21092,11489,50
Unranked,50,16,2.16,5.3,6.3,8.4,47.5,17664,9269,7
Platinum 2,50,54,2.07,8.5,6.6,5.2,168.6,20266,12486,85
Unranked,70,47,3.76,4.9,4.9,13.7,32.0,17894,10130,25
Platinum 2,51,53,2.64,8.7,4.6,3.5,205.5,18164,12705,54
Platinum 2,57,108,2.91,8.6,4.7,5.1,191.1,24395,12260,157
Platinum 2,62,34,2.65,5.6,5.2,8.2,153.7,16407,10810,19
Platinum 2,67,9,5.04,7.7,2.9,6.9,173.1,16395,11530,8
Platinum 2,54,488,2.52,3.7,3.5,5.0,206.1,17406,11763,165
Platinum 2,59,44,2.45,7.5,5.5,6.0,187.0,19547,12018,64
Platinum 2,53,68,2.7,7.6,5.8,8.1,208.4,22469,12847,67
Platinum 2,78,23,4.04,12.4,4.9,7.4,204.2,28101,14546,41
Unranked,52,217,2.39,7.6,6.0,6.8,206.0,23092,12553,218
Unranked,55,208,3.43,1.8,5.1,15.7,16.5,4869,7985,18
Platinum 2,64,61,2.94,6.6,5.8,10.3,155.6,19242,11249,44
Platinum 2,56,569,2.11,7.7,5.6,4.0,240.3,19324,14055,550
