Rank,WinRate,Games,Kills,Deaths,Assists,CS,Damage,Gold,MultiKills 
Silver,53.0,66.0,8.6,6.5,6.6,73.2,12080.0,11853.0,74.0
Silver,61.0,18.0,9.1,4.8,5.1,171.2,22930.0,12339.0,11.0
Silver,71.0,56.0,8.1,5.7,5.1,228.2,21622.0,13755.0,56.0
Silver,65.0,40.0,13.1,7.2,6.6,161.4,24353.0,13466.0,94.0
Silver,63.0,79.0,9.2,6.0,7.4,170.2,26560.0,13093.0,93.0
Silver,61.0,59.0,4.6,5.6,4.8,213.5,24780.0,12633.0,19.0
Silver,64.0,11.0,6.5,4.7,6.6,166.5,14283.0,10696.0,7.0
Silver,42.0,19.0,12.7,9.0,5.9,200.9,28672.0,15198.0,67.0
Silver,53.0,15.0,11.0,8.7,4.9,164.8,23954.0,12043.0,61.0
Silver,56.0,61.0,9.8,8.6,5.5,210.2,25578.0,14366.0,116.0
Silver,50.0,44.0,9.2,5.4,9.0,175.8,19218.0,12768.0,53.0
Silver,42.0,12.0,7.3,4.3,9.3,137.8,17467.0,10946.0,9.0
Silver,54.0,940.0,6.3,8.5,10.5,46.5,25847.0,10296.0,399.0
Silver,63.0,19.0,6.6,8.0,8.6,124.8,17367.0,10473.0,11.0
Silver,55.0,163.0,6.2,6.6,8.3,202.6,24727.0,12750.0,89.0
Silver,56.0,109.0,8.1,7.0,5.4,203.7,23500.0,13411.0,115.0
Silver,55.0,85.0,5.1,4.9,11.3,146.1,14609.0,11077.0,34.0
Silver,37.0,54.0,6.0,5.7,7.7,173.5,17701.0,11624.0,34.0
Silver,67.0,46.0,8.5,4.9,8.5,168.8,18386.0,12156.0,54.0
Silver,55.0,98.0,8.0,7.5,10.2,189.3,24432.0,13055.0,119.0
Silver,63.0,35.0,8.7,5.5,8.2,161.2,27455.0,11837.0,19.0
Silver,36.0,33.0,6.1,4.5,7.9,203.4,20986.0,12679.0,25.0
Silver,72.0,88.0,8.8,7.4,7.9,173.9,32590.0,13131.0,89.0
Silver,50.0,18.0,5.6,4.3,8.1,204.6,18177.0,11479.0,6.0
Silver,63.0,19.0,10.1,6.3,2.9,168.5,20533.0,11585.0,36.0
Silver,39.0,57.0,6.9,4.7,6.6,188.6,19741.0,12071.0,41.0
Silver,58.0,282.0,8.1,7.0,8.3,168.6,24023.0,12117.0,179.0
Silver,53.0,19.0,12.5,9.8,4.4,190.5,26776.0,14695.0,44.0
Silver,59.0,106.0,9.6,7.1,7.9,156.8,21687.0,12943.0,124.0
Silver,66.0,29.0,10.9,6.4,7.3,204.9,27963.0,13754.0,49.0
Silver,58.0,38.0,10.3,7.9,8.7,57.4,16575.0,13091.0,61.0
Silver,58.0,19.0,8.5,5.7,7.4,126.8,19251.0,11153.0,14.0
Silver,64.0,22.0,8.2,4.1,6.0,149.8,18528.0,11501.0,17.0
Silver,57.0,7.0,5.7,3.1,5.6,145.0,17636.0,9138.0,9.0
Silver,56.0,9.0,9.3,6.2,6.4,146.8,16951.0,11673.0,14.0
Silver,57.0,53.0,10.7,5.3,6.2,170.4,21031.0,12596.0,110.0
Silver,40.0,15.0,1.8,6.3,14.1,30.7,6571.0,7332.0,1.0
Silver,54.0,13.0,7.3,7.8,4.8,159.9,17733.0,10859.0,14.0
Silver,59.0,17.0,6.8,5.1,7.1,196.7,18622.0,12044.0,15.0
Silver,55.0,44.0,8.0,8.5,7.9,142.4,22620.0,11363.0,28.0
Silver,57.0,14.0,1.9,4.8,13.5,36.0,6857.0,7772.0,0.0
Silver,53.0,15.0,7.2,4.9,7.8,62.0,13728.0,9372.0,10.0
Silver,67.0,18.0,11.9,6.3,6.4,179.8,26987.0,13465.0,22.0
Silver,48.0,58.0,7.6,6.1,6.9,181.9,22328.0,12232.0,62.0
Silver,50.0,6.0,6.3,3.3,9.3,191.5,24930.0,11655.0,4.0
Silver,67.0,6.0,7.8,6.2,6.3,154.3,20314.0,11334.0,3.0
Silver,46.0,11.0,9.9,4.5,5.8,181.3,27616.0,12293.0,19.0
Silver,54.0,68.0,7.2,6.9,7.4,133.0,18583.0,10913.0,49.0
Silver,68.0,95.0,6.4,3.3,6.9,194.2,18270.0,12359.0,52.0
Silver,57.0,119.0,2.8,6.0,14.6,39.4,8759.0,8401.0,16.0
Silver,42.0,50.0,5.2,4.4,11.6,54.4,21453.0,10030.0,17.0
Silver,65.0,23.0,7.3,5.3,9.3,183.1,19143.0,12483.0,26.0
Silver,56.0,25.0,6.2,4.9,7.9,141.6,12157.0,10255.0,12.0
Silver,57.0,406.0,6.0,5.7,12.7,98.9,17943.0,11292.0,217.0
Silver,67.0,12.0,13.8,8.5,5.2,219.7,32930.0,15913.0,39.0
Silver,62.0,26.0,4.6,5.6,16.3,34.7,15466.0,9432.0,4.0
Silver,56.0,97.0,7.5,7.0,6.6,172.4,20605.0,11990.0,104.0
Silver,58.0,87.0,4.9,7.2,14.2,53.1,16793.0,10097.0,23.0
Silver,55.0,44.0,6.9,5.8,8.0,156.1,15303.0,11537.0,23.0
Silver,64.0,22.0,8.0,6.4,7.6,171.8,17475.0,12503.0,20.0
Silver,66.0,35.0,10.3,6.0,6.6,194.8,23688.0,13159.0,48.0
Silver,52.0,23.0,6.7,6.7,5.1,193.3,26837.0,12270.0,18.0
Silver,67.0,18.0,11.8,8.6,5.9,198.0,29104.0,15326.0,39.0
Silver,54.0,260.0,1.8,6.7,15.3,22.1,8542.0,8124.0,14.0
Silver,53.0,74.0,6.0,5.1,7.9,147.4,20591.0,10322.0,25.0
Silver,50.0,4.0,10.0,4.3,5.5,149.0,19562.0,11912.0,8.0
Silver,59.0,41.0,11.0,7.4,5.1,159.4,20334.0,12691.0,119.0
Silver,56.0,426.0,6.7,5.6,10.3,67.8,25767.0,10963.0,209.0
Silver,67.0,6.0,8.3,5.5,6.8,191.8,18378.0,12287.0,8.0
Silver,53.0,175.0,7.1,6.9,8.1,173.1,19654.0,12215.0,134.0
Silver,53.0,53.0,9.5,7.9,5.6,115.9,24555.0,11164.0,54.0
Silver,47.0,17.0,10.9,9.9,7.1,235.8,33172.0,15778.0,32.0
Silver,48.0,64.0,8.9,7.3,6.8,138.8,21498.0,11270.0,112.0
Silver,33.0,3.0,3.7,9.0,17.7,34.7,9713.0,9947.0,0.0
Silver,52.0,95.0,7.6,5.0,5.1,187.5,19800.0,12477.0,72.0
Silver,59.0,29.0,4.4,4.3,6.9,131.5,10343.0,9423.0,10.0
Silver,59.0,330.0,10.5,6.4,5.1,150.9,18803.0,12450.0,779.0
Silver,68.0,34.0,4.9,3.2,10.9,61.4,17309.0,9881.0,5.0
Silver,65.0,17.0,10.8,4.8,6.6,145.4,20660.0,12211.0,30.0
Silver,43.0,7.0,7.0,6.9,5.0,119.3,15701.0,9347.0,3.0
Silver,46.0,69.0,4.0,3.9,9.4,27.4,18821.0,8544.0,13.0
Silver,50.0,64.0,8.0,6.0,7.9,143.2,22703.0,11323.0,54.0
Silver,50.0,62.0,4.3,5.1,7.0,181.6,19401.0,10821.0,20.0
Silver,50.0,12.0,7.5,6.6,7.7,174.9,19254.0,12365.0,18.0
Silver,60.0,5.0,7.4,2.8,4.6,159.4,13769.0,10189.0,7.0
Silver,56.0,9.0,6.1,4.2,5.9,188.0,15996.0,11887.0,7.0
Silver,55.0,60.0,1.4,5.7,14.4,34.9,8576.0,7680.0,2.0
Silver,47.0,19.0,3.9,5.6,13.1,38.6,10540.0,8694.0,8.0
Silver,54.0,43.0,7.6,6.3,12.7,150.4,19835.0,12012.0,35.0
Silver,52.0,130.0,8.3,7.1,7.6,147.8,25475.0,11581.0,100.0
Silver,63.0,19.0,7.9,6.0,9.7,202.9,20162.0,12837.0,21.0
Silver,53.0,15.0,7.9,4.3,5.9,160.1,15032.0,11883.0,12.0
Silver,64.0,11.0,5.4,6.3,4.6,181.5,17509.0,12155.0,6.0
Silver,68.0,47.0,3.6,6.3,11.4,54.1,22050.0,9859.0,16.0
Silver,57.0,60.0,5.5,4.6,8.1,186.5,19948.0,12165.0,25.0
Silver,56.0,97.0,7.8,5.1,9.4,170.7,19499.0,12440.0,90.0
Silver,46.0,13.0,9.5,6.2,7.0,127.9,17745.0,11548.0,19.0
Silver,50.0,8.0,0.6,6.4,14.5,49.8,3828.0,6792.0,0.0
Silver,50.0,10.0,9.3,9.1,6.4,163.2,20967.0,12821.0,3.0
Silver,53.0,30.0,8.0,7.3,7.1,149.9,19986.0,11233.0,19.0
Silver,58.0,24.0,5.5,7.5,11.5,79.2,15071.0,10194.0,8.0
Silver,43.0,14.0,5.8,3.4,4.2,167.9,13892.0,10549.0,9.0
Silver,52.0,126.0,1.6,5.2,14.1,36.9,7412.0,7788.0,4.0
Silver,59.0,104.0,10.1,9.7,5.0,198.9,24102.0,13544.0,167.0
Silver,60.0,10.0,9.2,7.2,8.4,174.9,24225.0,12273.0,15.0
Silver,50.0,52.0,6.6,4.9,8.4,189.5,29676.0,12498.0,33.0
Silver,62.0,13.0,10.1,5.5,7.2,121.9,21310.0,11641.0,19.0
Silver,62.0,648.0,9.0,4.6,6.9,189.6,20810.0,12978.0,745.0
Silver,47.0,73.0,3.6,7.2,9.0,64.3,19900.0,9264.0,10.0
Silver,40.0,52.0,7.3,8.8,6.5,173.4,23043.0,11986.0,43.0
Silver,60.0,5.0,7.0,3.0,3.0,148.2,15855.0,9653.0,4.0
Silver,40.0,10.0,13.0,6.6,6.5,165.6,30720.0,14239.0,11.0
Silver,59.0,29.0,6.9,6.4,14.0,104.7,24477.0,11806.0,9.0
Silver,55.0,42.0,7.5,4.6,9.6,179.1,27903.0,12023.0,33.0
Silver,50.0,32.0,8.2,5.0,7.8,177.6,23457.0,12358.0,15.0
Silver,72.0,18.0,7.8,3.9,4.2,163.7,15243.0,10621.0,22.0
Silver,56.0,9.0,7.3,7.4,8.9,179.1,26699.0,12970.0,11.0
Silver,59.0,80.0,7.7,5.0,8.5,148.9,21572.0,11103.0,75.0
Silver,50.0,32.0,7.3,6.9,7.0,156.8,19542.0,11082.0,21.0
Silver,67.0,9.0,5.9,6.3,10.1,182.6,18915.0,12640.0,5.0
Silver,53.0,80.0,9.3,7.0,7.4,179.1,22189.0,12912.0,74.0
Silver,48.0,27.0,7.7,6.6,4.0,187.1,20470.0,12319.0,32.0
Silver,48.0,110.0,8.6,4.6,5.9,214.4,19016.0,13379.0,171.0
Silver,52.0,442.0,7.3,6.8,7.3,124.4,17657.0,10748.0,298.0
Silver,55.0,29.0,9.3,4.8,6.2,149.1,21736.0,11381.0,21.0
Silver,50.0,6.0,15.3,7.3,6.7,153.7,30077.0,14257.0,32.0
Silver,41.0,29.0,6.4,5.3,4.1,176.1,16618.0,11687.0,21.0
Silver,58.0,19.0,6.9,4.1,6.2,172.9,15247.0,11431.0,12.0
Silver,57.0,7.0,2.6,4.0,14.1,6.4,8737.0,7650.0,0.0
Silver,50.0,34.0,9.9,6.2,8.2,147.9,21805.0,12696.0,31.0
Silver,55.0,33.0,4.2,6.6,11.9,40.4,22735.0,9201.0,7.0
Silver,62.0,76.0,6.6,6.8,12.5,81.0,24461.0,11040.0,28.0
Silver,41.0,37.0,5.8,5.5,6.0,168.8,13636.0,11276.0,37.0
Silver,56.0,163.0,7.1,8.0,8.4,168.2,17708.0,11769.0,213.0
Silver,67.0,30.0,7.2,3.1,5.9,194.6,17490.0,12124.0,25.0
Silver,53.0,654.0,10.9,5.4,7.1,161.7,26000.0,13355.0,651.0
Silver,49.0,77.0,11.4,8.1,6.1,161.6,25333.0,13120.0,172.0
Silver,50.0,38.0,4.6,4.9,5.4,163.3,11190.0,10080.0,14.0
Silver,71.0,14.0,6.8,7.0,10.6,44.2,27152.0,9915.0,11.0
Silver,56.0,9.0,5.1,5.0,8.4,160.0,15223.0,10424.0,3.0
Silver,60.0,10.0,5.6,4.6,10.5,124.3,19205.0,10032.0,4.0
Silver,56.0,41.0,6.6,5.3,8.1,201.2,26100.0,13172.0,27.0
Silver,53.0,175.0,4.9,6.2,8.8,50.9,20143.0,9420.0,68.0
Silver,50.0,10.0,5.4,6.6,3.9,177.5,16515.0,11354.0,8.0
Silver,60.0,65.0,7.2,5.6,4.9,186.2,17745.0,11828.0,53.0
Silver,53.0,72.0,6.3,5.3,5.8,164.4,16949.0,11122.0,44.0
Silver,47.0,51.0,4.4,6.7,10.8,50.2,18309.0,9643.0,10.0
Silver,58.0,36.0,7.1,6.4,7.7,154.8,17819.0,11136.0,22.0
Silver,48.0,31.0,5.1,4.1,12.9,122.9,15854.0,10080.0,8.0
Silver,60.0,84.0,8.1,5.8,5.8,144.7,16330.0,11499.0,145.0
Silver,57.0,14.0,6.4,7.2,5.6,119.8,14853.0,9528.0,13.0
Silver,53.0,38.0,12.2,6.3,6.9,138.3,25306.0,12863.0,41.0
Silver,60.0,5.0,4.4,4.0,6.6,173.6,13687.0,10178.0,2.0
Silver,50.0,8.0,7.9,5.3,12.4,86.4,23597.0,10916.0,2.0
Silver,55.0,29.0,7.7,7.0,10.4,164.2,21738.0,11763.0,36.0
Silver,60.0,5.0,13.6,4.8,4.4,180.2,24717.0,13926.0,7.0
Silver,46.0,55.0,2.2,5.3,12.1,53.5,14870.0,9034.0,6.0
Silver,48.0,86.0,8.6,7.6,8.0,173.5,20985.0,12627.0,80.0
Silver,57.0,30.0,5.8,5.9,12.2,82.3,24033.0,10451.0,11.0
Silver,50.0,4.0,7.0,4.8,4.3,180.8,17533.0,11546.0,3.0
Silver,64.0,14.0,7.9,5.4,7.5,225.7,29554.0,13849.0,19.0
Silver,40.0,25.0,9.6,6.5,5.6,190.3,29176.0,13024.0,48.0
Silver,67.0,81.0,9.4,4.8,8.3,176.9,24013.0,13651.0,111.0
Silver,64.0,47.0,9.4,7.4,7.8,190.3,29124.0,13331.0,47.0
Silver,55.0,67.0,5.7,7.7,11.6,46.4,21802.0,10071.0,24.0
Silver,50.0,50.0,6.2,5.9,10.3,168.7,22402.0,11226.0,17.0
Silver,47.0,70.0,6.0,6.5,5.3,180.4,23794.0,11411.0,48.0
Silver,66.0,38.0,6.6,6.7,6.3,177.1,20927.0,12176.0,23.0
Silver,60.0,5.0,8.2,4.6,5.4,148.8,13539.0,11187.0,5.0
Silver,73.0,15.0,4.6,4.5,8.9,126.0,15787.0,10687.0,6.0
Silver,37.0,19.0,7.7,5.8,7.0,204.7,24717.0,13954.0,11.0
Silver,57.0,35.0,5.1,5.5,11.3,37.5,17204.0,9124.0,20.0
Silver,53.0,15.0,8.9,7.1,5.1,198.1,22283.0,13185.0,16.0
Silver,65.0,26.0,9.0,6.0,7.6,204.1,21929.0,13284.0,43.0
Silver,55.0,33.0,9.4,7.1,5.3,178.5,23208.0,13333.0,63.0
Silver,42.0,12.0,11.0,7.8,7.8,146.4,20705.0,12607.0,10.0
Silver,55.0,22.0,11.2,7.1,5.4,176.1,26151.0,13769.0,30.0
Silver,59.0,22.0,8.8,8.5,5.2,103.1,17699.0,9913.0,41.0
Silver,46.0,13.0,8.7,7.5,5.9,228.8,23332.0,14026.0,18.0
Silver,55.0,11.0,6.4,5.2,5.5,145.9,17644.0,10160.0,3.0
Silver,65.0,17.0,3.2,3.4,11.1,166.6,17460.0,10472.0,7.0
Silver,50.0,126.0,1.2,4.3,14.0,33.1,5475.0,7487.0,2.0
Silver,49.0,47.0,8.4,8.7,6.2,149.9,19495.0,11949.0,31.0
Silver,51.0,63.0,7.1,5.7,7.8,164.7,23471.0,12079.0,35.0
Silver,46.0,22.0,4.2,6.8,6.5,136.6,10406.0,9904.0,10.0
Silver,46.0,11.0,1.9,6.5,15.1,30.3,6560.0,8191.0,0.0
Silver,48.0,23.0,8.6,6.3,8.8,145.5,18619.0,12393.0,17.0
Silver,54.0,100.0,7.3,7.0,5.8,212.0,20471.0,13038.0,130.0
Silver,67.0,21.0,6.2,5.1,7.0,161.9,20962.0,11009.0,20.0
Silver,69.0,36.0,6.9,6.0,9.0,166.6,17503.0,11958.0,24.0
Bronze,60.0,63.0,8.9,7.5,7.1,183.4,26199.0,12734.0,67.0
Silver,61.0,46.0,7.2,4.8,7.3,161.4,16557.0,11949.0,42.0
Silver,60.0,5.0,2.0,5.6,9.4,149.4,11790.0,9232.0,0.0
Silver,46.0,207.0,8.0,7.5,11.1,135.2,21981.0,11972.0,191.0
Silver,56.0,64.0,6.8,3.8,8.1,170.8,20678.0,11515.0,30.0
Silver,50.0,14.0,4.6,5.5,5.9,137.6,13541.0,9330.0,6.0
Silver,56.0,94.0,5.4,5.2,12.0,140.6,19253.0,10520.0,37.0
Silver,67.0,12.0,6.4,7.0,9.5,143.0,19964.0,10770.0,9.0
Silver,53.0,92.0,8.3,7.4,10.3,171.6,19908.0,12850.0,87.0
Silver,40.0,10.0,2.4,5.6,14.8,34.7,7839.0,7661.0,2.0
Silver,63.0,91.0,11.2,7.3,10.2,155.6,23755.0,13276.0,123.0
Silver,45.0,49.0,9.0,6.1,6.1,225.3,21819.0,13676.0,68.0
Silver,67.0,3.0,6.3,4.7,8.0,181.3,16314.0,11225.0,2.0
Silver,58.0,31.0,9.5,6.9,8.3,142.9,25498.0,12125.0,28.0
Silver,60.0,30.0,6.9,6.0,11.6,139.8,30587.0,11921.0,21.0
Silver,58.0,26.0,8.5,7.3,4.5,210.6,24637.0,13806.0,30.0
Silver,48.0,58.0,2.6,6.4,14.4,39.5,9140.0,8475.0,8.0
Silver,49.0,233.0,8.3,6.8,6.6,194.5,18675.0,12662.0,269.0
Silver,49.0,33.0,11.5,5.5,5.1,152.1,27876.0,12093.0,77.0
Silver,55.0,22.0,4.8,5.2,7.5,149.4,13144.0,10099.0,8.0
Silver,61.0,162.0,5.4,4.6,12.9,60.4,23388.0,10304.0,54.0
Silver,51.0,59.0,11.9,8.0,6.6,144.5,27992.0,12943.0,65.0
Silver,47.0,15.0,3.0,7.9,13.5,53.9,12388.0,9194.0,1.0
Silver,33.0,6.0,5.2,3.0,4.3,190.3,12571.0,11127.0,7.0
Silver,55.0,22.0,7.9,6.5,5.5,173.0,20399.0,11793.0,42.0
Silver,58.0,12.0,8.0,6.2,5.7,156.0,18538.0,11642.0,12.0
Silver,52.0,52.0,3.9,7.4,11.8,49.2,22243.0,9978.0,14.0
Silver,70.0,79.0,7.4,4.9,6.4,193.7,20755.0,13271.0,58.0
Silver,49.0,395.0,2.3,4.5,13.1,54.1,9921.0,8376.0,29.0
Silver,48.0,77.0,4.5,5.6,8.1,136.2,17756.0,10003.0,14.0
Silver,50.0,10.0,5.7,3.5,5.8,122.6,16518.0,9635.0,4.0
Silver,59.0,95.0,7.6,5.5,7.7,180.6,17874.0,12060.0,85.0
Silver,50.0,162.0,2.7,7.0,12.9,36.2,12509.0,8781.0,25.0
Silver,64.0,102.0,7.8,3.5,8.4,193.2,18151.0,12572.0,117.0
Silver,55.0,113.0,9.1,7.6,7.5,183.9,20960.0,12982.0,154.0
Silver,56.0,178.0,7.4,7.4,5.5,176.0,16730.0,12160.0,250.0
Silver,55.0,104.0,4.6,5.3,12.9,130.9,14633.0,10573.0,38.0
Silver,59.0,22.0,9.5,8.3,6.8,143.5,26344.0,12349.0,41.0
Silver,49.0,59.0,5.5,5.3,9.1,117.6,22963.0,10495.0,24.0
Silver,51.0,195.0,8.3,5.7,8.1,78.6,17721.0,10578.0,124.0
Silver,48.0,146.0,5.3,5.2,8.9,133.2,15537.0,10092.0,42.0
Silver,55.0,536.0,8.4,5.1,6.4,199.0,20824.0,13447.0,558.0
Silver,59.0,222.0,6.6,8.3,9.9,79.8,26282.0,11142.0,156.0
Silver,60.0,111.0,10.7,6.6,5.7,190.4,26610.0,14141.0,206.0
Silver,50.0,34.0,9.7,6.1,8.0,188.6,19758.0,13160.0,36.0
Silver,63.0,8.0,4.0,3.3,6.3,164.4,14067.0,9969.0,3.0
Silver,57.0,199.0,6.1,5.9,13.9,42.6,19520.0,10990.0,109.0
Silver,44.0,18.0,5.1,6.1,9.7,188.6,22481.0,12349.0,7.0
Silver,59.0,116.0,7.8,8.2,5.8,175.9,22230.0,12452.0,113.0
Silver,62.0,82.0,6.0,7.9,14.1,55.2,20266.0,11188.0,40.0
Silver,48.0,54.0,6.1,5.5,4.6,169.3,18294.0,11513.0,26.0
Silver,63.0,27.0,1.4,4.8,14.4,26.8,8303.0,8027.0,1.0
Silver,48.0,27.0,8.9,6.8,5.0,184.3,23177.0,12992.0,16.0
Silver,43.0,14.0,5.1,6.2,7.5,108.9,9978.0,9308.0,8.0
Silver,63.0,67.0,14.1,6.8,5.9,195.5,32599.0,15587.0,116.0
Silver,60.0,10.0,6.5,5.9,10.4,174.7,14810.0,12286.0,4.0
Silver,55.0,240.0,7.4,4.5,8.8,164.5,23029.0,11691.0,143.0
Gold,52.0,104.0,9.9,6.9,5.3,166.0,25409.0,12394.0,141.0
Gold,72.0,46.0,6.6,6.1,8.8,163.6,15992.0,11956.0,20.0
Gold,48.0,168.0,8.6,6.8,7.4,140.2,16403.0,11320.0,112.0
Gold,50.0,16.0,3.8,7.1,5.0,188.7,17519.0,10536.0,2.0
Gold,55.0,199.0,4.5,6.9,11.2,125.5,13643.0,10281.0,66.0
Gold,57.0,44.0,7.1,4.6,5.0,194.6,19366.0,11909.0,42.0
Gold,69.0,48.0,8.6,6.2,8.1,183.4,21010.0,12515.0,48.0
Gold,64.0,22.0,7.9,5.4,7.3,214.6,25414.0,12851.0,26.0
Gold,43.0,21.0,6.3,6.5,7.2,205.3,21902.0,13297.0,13.0
Gold,63.0,57.0,8.5,4.6,6.6,170.9,22014.0,12059.0,62.0
Gold,60.0,87.0,9.2,6.0,10.4,138.4,23495.0,11941.0,101.0
Gold,67.0,54.0,9.4,4.9,8.2,191.7,22378.0,12986.0,60.0
Gold,56.0,39.0,9.3,7.5,7.5,172.6,20808.0,12724.0,60.0
Gold,43.0,7.0,8.7,6.6,5.7,152.4,18228.0,10507.0,12.0
Gold,46.0,24.0,9.7,8.6,8.5,147.0,19592.0,12660.0,15.0
Gold,63.0,32.0,8.3,4.3,6.9,198.5,20561.0,13540.0,49.0
Gold,49.0,69.0,5.7,7.4,6.9,200.2,18515.0,11800.0,57.0
Gold,55.0,42.0,7.8,4.1,6.6,187.8,18804.0,12178.0,37.0
Gold,51.0,55.0,9.5,4.9,9.3,183.1,21093.0,12926.0,61.0
Gold,67.0,21.0,6.8,4.1,9.9,105.3,20732.0,9525.0,8.0
Gold,64.0,22.0,8.2,3.7,8.6,113.9,19216.0,10777.0,21.0
Gold,67.0,45.0,8.1,5.2,5.2,245.5,26775.0,14182.0,58.0
Gold,57.0,44.0,6.7,5.1,5.0,204.8,17156.0,12354.0,30.0
Gold,47.0,97.0,8.5,6.0,4.9,206.1,22713.0,12908.0,78.0
Gold,69.0,16.0,12.5,6.1,8.0,146.5,25376.0,12750.0,23.0
Gold,71.0,17.0,10.7,5.2,4.2,228.5,25623.0,14061.0,35.0
Gold,56.0,18.0,7.6,5.6,8.2,141.4,23790.0,10852.0,8.0
Gold,54.0,129.0,7.1,6.2,6.7,219.2,24280.0,12986.0,116.0
Gold,57.0,47.0,9.3,5.2,6.6,208.0,24420.0,13295.0,62.0
Gold,47.0,19.0,9.2,6.3,10.2,178.6,24802.0,13078.0,27.0
Gold,59.0,17.0,5.9,3.5,5.5,210.1,15227.0,12524.0,11.0
Gold,57.0,30.0,11.7,6.1,7.9,175.1,29036.0,13362.0,35.0
Gold,52.0,185.0,9.6,7.4,4.9,152.8,22313.0,11955.0,152.0
Gold,56.0,32.0,7.2,4.8,7.3,216.8,19122.0,12817.0,31.0
Gold,67.0,9.0,5.6,5.3,9.3,202.4,14682.0,12270.0,3.0
Gold,54.0,28.0,7.0,8.5,6.1,154.9,17953.0,10926.0,24.0
Gold,69.0,16.0,4.8,4.1,11.8,191.7,20940.0,12388.0,4.0
Gold,73.0,26.0,7.7,4.4,11.8,198.7,26763.0,14380.0,19.0
Gold,52.0,33.0,6.4,6.5,6.1,170.3,18681.0,11413.0,17.0
Gold,57.0,21.0,9.6,5.6,6.6,176.0,20593.0,12279.0,23.0
Gold,60.0,30.0,14.0,6.8,5.6,192.9,27190.0,14632.0,78.0
Gold,68.0,25.0,13.2,7.2,6.6,207.5,31514.0,14249.0,59.0
Gold,53.0,15.0,9.0,6.7,9.3,155.1,22561.0,12360.0,16.0
Gold,58.0,170.0,7.7,5.8,10.3,157.3,17021.0,12003.0,118.0
Gold,58.0,33.0,8.2,4.3,6.7,189.7,21484.0,12859.0,26.0
Gold,68.0,63.0,7.7,4.9,6.3,215.7,24027.0,13446.0,79.0
Gold,63.0,16.0,7.9,6.1,7.8,171.3,23386.0,11738.0,15.0
Gold,67.0,6.0,7.3,5.5,4.8,146.8,16875.0,10809.0,6.0
Gold,56.0,16.0,5.6,4.9,7.9,173.8,19308.0,10515.0,4.0
Gold,65.0,66.0,10.3,5.4,6.0,222.4,23850.0,14019.0,89.0
Gold,54.0,37.0,9.3,5.0,4.7,172.1,22840.0,11878.0,36.0
Gold,57.0,47.0,6.1,6.3,5.5,184.8,19201.0,11379.0,27.0
Gold,56.0,141.0,5.9,6.6,4.7,199.4,14981.0,11924.0,152.0
Gold,50.0,14.0,7.9,5.1,4.8,201.3,19623.0,12843.0,16.0
Gold,57.0,30.0,6.8,5.8,5.7,224.9,18600.0,12888.0,24.0
Gold,63.0,16.0,10.8,5.8,6.7,207.7,26401.0,14200.0,33.0
Gold,47.0,58.0,5.4,4.8,4.4,238.3,16088.0,13189.0,33.0
Gold,60.0,60.0,5.4,4.1,8.9,176.3,18307.0,11307.0,21.0
Gold,44.0,18.0,8.2,5.8,5.7,221.4,24416.0,14241.0,25.0
Gold,50.0,20.0,8.8,6.9,9.2,187.7,24564.0,12958.0,18.0
Gold,52.0,21.0,7.3,5.9,6.5,191.5,19370.0,12449.0,21.0
Gold,61.0,77.0,11.7,6.1,5.2,180.8,25530.0,13248.0,111.0
Gold,64.0,200.0,8.7,7.5,7.7,157.8,27520.0,12056.0,174.0
Gold,52.0,151.0,6.5,5.2,11.2,140.7,24014.0,11513.0,61.0
Gold,57.0,175.0,9.7,6.5,6.6,154.6,20815.0,12007.0,164.0
Gold,54.0,119.0,8.1,7.6,7.1,225.2,26210.0,13567.0,164.0
Gold,66.0,77.0,10.4,6.6,6.0,170.6,29435.0,13374.0,125.0
Gold,56.0,27.0,10.7,5.6,7.0,190.6,25360.0,13728.0,59.0
Gold,60.0,72.0,7.0,4.9,12.2,79.4,24290.0,10976.0,45.0
Gold,44.0,32.0,5.9,7.0,13.2,98.5,22071.0,10979.0,19.0
Gold,39.0,13.0,6.8,4.9,7.9,192.9,16742.0,12133.0,11.0
Gold,60.0,25.0,4.3,4.4,8.7,152.3,16990.0,10541.0,6.0
Gold,44.0,107.0,8.1,6.7,6.0,153.8,20225.0,11501.0,76.0
Gold,58.0,33.0,10.4,7.8,5.2,160.3,27128.0,12313.0,51.0
Gold,53.0,19.0,7.6,5.8,4.9,176.5,22667.0,12071.0,18.0
Gold,71.0,28.0,8.1,5.8,5.1,149.0,13992.0,11166.0,51.0
Gold,53.0,17.0,7.7,4.5,7.4,227.4,23478.0,13299.0,16.0
Gold,55.0,44.0,9.3,6.5,4.9,168.4,21491.0,12345.0,70.0
Gold,59.0,51.0,7.6,7.9,8.6,141.1,16965.0,11360.0,37.0
Gold,55.0,47.0,8.4,4.8,7.3,198.6,20797.0,12689.0,60.0
Gold,45.0,20.0,8.8,5.2,7.2,216.4,30176.0,12937.0,35.0
Gold,63.0,19.0,13.4,5.9,8.6,159.9,26385.0,13885.0,26.0
Gold,61.0,31.0,8.0,7.1,5.8,148.8,19288.0,11329.0,37.0
Gold,44.0,27.0,6.8,6.5,3.8,207.4,17430.0,12047.0,23.0
Gold,62.0,21.0,7.5,7.0,7.7,181.0,19745.0,12264.0,27.0
