Rank,WinRate,Games,Kills,Deaths,Assists,CS,Damage,Gold,MultiKills 
Silver,64.0,11.0,8.0,6.4,3.7,150.5,23259.0,11290.0,12.0
Silver,50.0,20.0,2.8,4.8,10.1,38.3,14176.0,8223.0,3.0
Silver,67.0,15.0,7.8,4.1,3.8,160.5,18338.0,11110.0,14.0
Silver,63.0,94.0,6.7,5.2,10.1,159.5,26857.0,11240.0,70.0
Silver,46.0,13.0,6.5,5.1,6.0,181.9,17641.0,11491.0,13.0
Silver,47.0,76.0,5.4,5.9,8.2,165.7,20889.0,10796.0,49.0
Silver,56.0,149.0,8.0,6.7,6.4,189.9,22128.0,13219.0,138.0
Silver,71.0,35.0,10.3,5.8,8.8,215.3,26629.0,14911.0,44.0
Silver,44.0,23.0,6.1,7.8,10.4,133.0,19382.0,10702.0,11.0
Silver,37.0,19.0,4.3,6.3,9.7,39.9,15847.0,9503.0,4.0
Silver,51.0,71.0,3.9,2.9,4.1,209.0,18663.0,11965.0,19.0
Silver,52.0,48.0,7.0,6.5,6.3,172.0,15795.0,11762.0,41.0
Silver,72.0,47.0,5.1,3.6,5.3,184.8,21351.0,11962.0,19.0
Silver,56.0,286.0,5.8,5.8,8.5,182.6,13614.0,11974.0,131.0
Silver,57.0,155.0,10.9,7.1,6.5,136.3,23410.0,11922.0,348.0
Silver,52.0,31.0,7.0,8.2,6.3,219.5,23272.0,13144.0,21.0
Silver,49.0,47.0,4.3,6.0,10.2,63.1,24204.0,10655.0,8.0
Silver,53.0,144.0,8.7,4.7,5.6,224.3,18311.0,13563.0,236.0
Silver,46.0,22.0,4.9,5.0,4.4,182.3,13360.0,10560.0,8.0
Silver,48.0,44.0,7.5,6.1,8.4,41.5,11380.0,11807.0,46.0
Silver,46.0,13.0,5.2,6.5,6.2,215.1,25286.0,12432.0,5.0
Silver,52.0,33.0,6.6,6.1,7.2,150.0,18957.0,11400.0,19.0
Silver,64.0,52.0,6.6,5.4,9.4,196.0,17274.0,12181.0,39.0
Silver,50.0,62.0,6.1,5.7,4.8,164.4,20589.0,11418.0,36.0
Silver,52.0,54.0,9.9,6.5,5.8,180.6,21813.0,12924.0,84.0
Silver,55.0,435.0,3.4,5.9,13.1,47.6,16770.0,9036.0,57.0
Silver,58.0,36.0,5.1,5.5,7.7,170.1,17111.0,11340.0,14.0
Silver,59.0,64.0,8.9,5.9,7.4,180.2,18728.0,12788.0,76.0
Silver,60.0,5.0,6.4,3.6,5.8,203.2,20806.0,11945.0,2.0
Silver,74.0,19.0,9.9,4.5,7.7,156.4,23522.0,12035.0,14.0
Silver,57.0,51.0,4.7,4.9,6.4,181.5,22010.0,11553.0,15.0
Silver,54.0,120.0,7.0,4.1,8.2,136.4,22397.0,10340.0,74.0
Silver,52.0,77.0,8.6,5.3,6.4,210.3,19023.0,13280.0,130.0
Silver,50.0,8.0,4.4,3.3,11.1,204.6,18051.0,12202.0,1.0
Silver,49.0,63.0,8.9,6.6,4.6,169.8,18120.0,12485.0,75.0
Silver,44.0,126.0,2.8,5.8,15.4,14.3,11312.0,8440.0,19.0
Silver,60.0,134.0,7.4,5.0,5.2,214.0,21066.0,13340.0,108.0
Silver,48.0,25.0,6.9,8.7,7.5,171.3,23519.0,11909.0,24.0
Silver,46.0,105.0,1.7,7.4,15.3,11.4,8934.0,8116.0,4.0
Silver,60.0,146.0,11.1,7.6,7.5,148.5,19411.0,13126.0,183.0
Silver,56.0,132.0,9.0,5.1,6.6,180.5,16723.0,12340.0,176.0
Silver,55.0,56.0,3.9,5.4,16.1,53.4,12668.0,9125.0,9.0
Silver,73.0,11.0,10.5,6.3,9.1,158.5,26103.0,13236.0,20.0
Silver,54.0,24.0,8.0,7.8,4.0,188.8,19553.0,12276.0,32.0
Silver,58.0,64.0,11.2,5.1,6.8,194.9,22892.0,13532.0,118.0
Silver,55.0,211.0,6.8,6.1,9.2,184.6,19804.0,12151.0,217.0
Silver,57.0,46.0,4.7,6.0,11.3,128.9,15925.0,10075.0,20.0
Silver,67.0,9.0,9.6,6.9,7.1,161.0,23027.0,12249.0,21.0
Silver,50.0,6.0,8.8,5.7,5.0,191.3,21137.0,13008.0,8.0
Silver,56.0,9.0,7.4,7.1,8.3,186.9,21742.0,12874.0,10.0
Silver,64.0,77.0,4.3,6.3,13.5,52.3,19093.0,9871.0,24.0
Silver,50.0,4.0,3.5,3.3,4.5,127.8,11866.0,7972.0,1.0
Silver,67.0,39.0,9.8,6.3,8.3,180.5,20278.0,13169.0,40.0
Silver,67.0,18.0,5.7,7.2,11.2,35.7,18560.0,9445.0,9.0
Silver,53.0,91.0,8.2,5.0,5.5,148.9,19051.0,11065.0,108.0
Silver,49.0,37.0,2.0,4.8,12.8,30.9,5889.0,7410.0,2.0
Silver,57.0,47.0,5.8,6.7,8.8,145.7,20917.0,10655.0,18.0
Silver,48.0,21.0,11.2,5.9,7.5,171.0,23394.0,13059.0,70.0
Silver,65.0,72.0,7.0,6.4,8.7,152.1,20294.0,11597.0,49.0
Silver,47.0,15.0,5.8,10.5,8.0,132.9,17432.0,11441.0,6.0
Silver,51.0,70.0,4.4,4.5,8.8,142.0,18287.0,10544.0,26.0
Silver,42.0,19.0,3.8,8.2,12.6,36.7,15724.0,9035.0,5.0
Silver,58.0,19.0,9.4,5.1,8.1,169.2,20454.0,12112.0,39.0
Silver,61.0,41.0,6.3,6.2,10.0,141.7,14863.0,11133.0,16.0
Silver,51.0,39.0,5.5,5.5,7.3,47.6,16750.0,8852.0,15.0
Silver,67.0,12.0,6.0,4.0,5.8,153.3,13767.0,10650.0,5.0
Silver,50.0,14.0,4.2,6.6,6.1,119.8,11050.0,8841.0,2.0
Silver,63.0,86.0,4.9,4.0,4.1,201.9,18919.0,12437.0,42.0
Silver,32.0,25.0,6.3,8.0,6.3,173.4,19067.0,11610.0,19.0
Silver,35.0,26.0,8.8,7.0,7.5,203.7,21548.0,13848.0,35.0
Silver,54.0,28.0,4.6,6.3,12.6,117.2,12217.0,10003.0,7.0
Silver,57.0,7.0,5.9,8.3,6.7,141.7,16441.0,9368.0,6.0
Silver,43.0,7.0,7.7,7.0,6.9,165.9,19083.0,12332.0,10.0
Silver,50.0,48.0,7.7,6.2,6.8,153.5,19064.0,11354.0,46.0
Silver,52.0,50.0,8.6,5.2,8.6,184.8,20070.0,12888.0,55.0
Silver,60.0,10.0,3.8,4.3,5.8,127.2,10440.0,8783.0,1.0
Silver,48.0,23.0,8.8,5.1,5.3,155.4,18883.0,11748.0,26.0
Silver,46.0,11.0,8.3,9.4,9.9,112.3,28615.0,11790.0,10.0
Silver,41.0,39.0,2.2,7.4,11.9,41.0,8320.0,7994.0,3.0
Bronze,51.0,89.0,7.6,6.9,7.3,188.2,22535.0,12648.0,60.0
Silver,47.0,70.0,8.7,7.0,6.4,125.8,21191.0,11093.0,55.0
Silver,57.0,30.0,8.9,6.2,9.7,171.4,24029.0,12632.0,33.0
Silver,39.0,13.0,7.0,7.9,4.9,126.5,15672.0,10091.0,8.0
Silver,54.0,173.0,5.9,4.4,4.7,227.0,21741.0,12920.0,165.0
Silver,66.0,68.0,12.5,7.7,8.1,67.4,17859.0,14126.0,139.0
Silver,64.0,55.0,4.8,4.1,5.4,209.8,15488.0,11840.0,36.0
Silver,58.0,73.0,11.0,6.6,6.9,165.5,24760.0,13265.0,158.0
Silver,64.0,14.0,2.4,5.5,17.2,30.7,8770.0,8648.0,2.0
Silver,63.0,8.0,13.4,5.0,6.9,192.3,24534.0,14826.0,25.0
Silver,67.0,6.0,16.0,3.7,4.7,153.8,24540.0,13217.0,17.0
Silver,56.0,18.0,2.8,4.4,12.2,35.9,6735.0,8359.0,2.0
Silver,42.0,38.0,5.3,5.0,5.4,186.3,14948.0,11689.0,12.0
Silver,57.0,93.0,5.5,7.4,7.9,131.5,12983.0,10618.0,37.0
Silver,40.0,5.0,6.0,5.0,5.2,118.4,12441.0,8402.0,5.0
Silver,57.0,21.0,7.6,6.3,9.4,207.3,22470.0,13972.0,22.0
Silver,50.0,6.0,4.2,6.8,5.7,144.2,16942.0,9841.0,0.0
Silver,33.0,3.0,8.0,8.7,9.7,202.0,29311.0,13833.0,2.0
Silver,62.0,39.0,2.2,6.1,17.7,30.5,8986.0,8141.0,3.0
Silver,53.0,229.0,8.1,7.0,6.8,198.0,20986.0,12803.0,286.0
Silver,40.0,43.0,6.2,7.2,11.1,139.7,17095.0,11071.0,11.0
Silver,59.0,22.0,9.9,4.5,4.6,147.6,16801.0,12098.0,28.0
Silver,36.0,14.0,3.9,4.7,5.9,134.7,9900.0,8800.0,9.0
Silver,55.0,47.0,9.4,6.8,7.3,194.7,26475.0,14052.0,59.0
Silver,67.0,36.0,7.9,4.7,6.0,223.3,18279.0,12800.0,49.0
Silver,54.0,139.0,7.8,5.7,5.3,153.0,19080.0,11714.0,154.0
Silver,48.0,138.0,7.2,8.0,5.5,193.7,21044.0,12441.0,143.0
Silver,56.0,52.0,11.2,7.2,7.8,172.0,22791.0,13574.0,70.0
Silver,62.0,178.0,9.6,6.4,5.0,201.8,21983.0,14049.0,233.0
Silver,67.0,6.0,2.2,5.8,3.5,143.8,12373.0,9166.0,1.0
Silver,56.0,59.0,3.6,8.2,13.5,48.8,15304.0,9615.0,16.0
Silver,41.0,46.0,16.6,8.0,6.0,159.8,34660.0,14552.0,154.0
Silver,48.0,149.0,10.6,8.0,5.9,185.1,22503.0,13690.0,231.0
Silver,33.0,9.0,7.8,8.0,4.1,185.4,17949.0,12487.0,5.0
Silver,46.0,11.0,6.7,6.6,6.2,171.7,19256.0,11442.0,15.0
Silver,43.0,7.0,10.1,5.1,6.7,172.3,25965.0,12854.0,2.0
Silver,55.0,327.0,8.3,7.0,7.3,154.8,20224.0,12003.0,329.0
Silver,56.0,9.0,5.4,4.9,4.3,143.0,13816.0,9030.0,3.0
Silver,53.0,148.0,2.5,6.1,14.7,34.4,8261.0,8263.0,12.0
Silver,40.0,25.0,4.7,9.2,5.9,132.9,10832.0,9649.0,8.0
Silver,67.0,9.0,7.0,7.3,3.9,178.8,16280.0,11496.0,7.0
Silver,61.0,331.0,11.1,7.2,6.1,158.2,24436.0,13021.0,697.0
Silver,39.0,23.0,7.6,6.2,6.7,183.6,15977.0,12560.0,21.0
Bronze,61.0,94.0,10.9,7.1,5.3,144.8,20607.0,12738.0,185.0
Silver,50.0,6.0,5.7,5.0,5.5,166.5,16071.0,10509.0,6.0
Silver,61.0,33.0,4.2,5.3,10.4,113.6,8776.0,8861.0,4.0
Silver,53.0,40.0,2.9,4.7,12.1,34.1,11890.0,8504.0,6.0
Silver,32.0,50.0,3.6,8.3,4.3,130.3,13430.0,9144.0,8.0
Silver,49.0,127.0,10.0,7.9,8.7,158.0,26135.0,12786.0,114.0
Silver,53.0,51.0,10.1,8.2,4.9,173.7,21101.0,12994.0,134.0
Silver,54.0,54.0,6.5,5.6,6.1,160.6,19693.0,11685.0,38.0
Silver,50.0,26.0,4.1,6.4,13.3,50.5,19321.0,9734.0,11.0
Silver,60.0,5.0,6.8,3.4,3.8,142.4,16436.0,9759.0,2.0
Silver,50.0,126.0,4.6,6.2,9.7,154.7,15324.0,10813.0,38.0
Silver,50.0,44.0,6.2,5.4,6.3,169.7,17888.0,11246.0,29.0
Silver,33.0,3.0,2.7,6.0,6.7,134.0,6883.0,8781.0,0.0
Silver,50.0,10.0,8.5,8.1,10.6,174.8,23318.0,12533.0,12.0
Silver,59.0,96.0,9.4,8.4,8.4,181.7,22125.0,13453.0,125.0
Silver,56.0,9.0,8.6,5.3,6.8,177.2,27485.0,12705.0,17.0
Silver,31.0,13.0,3.7,6.3,9.2,41.2,13714.0,8314.0,4.0
Silver,60.0,101.0,8.1,7.9,3.9,256.1,24890.0,15125.0,101.0
Silver,67.0,12.0,2.7,5.1,15.8,34.2,9592.0,8611.0,2.0
Silver,56.0,16.0,5.9,6.8,12.5,48.6,24358.0,10674.0,5.0
Silver,59.0,251.0,7.8,5.8,7.0,175.7,23643.0,12714.0,175.0
Silver,55.0,22.0,3.2,5.5,4.0,120.5,8346.0,8449.0,6.0
Silver,59.0,78.0,11.5,5.8,5.6,156.5,20949.0,12662.0,219.0
Silver,59.0,76.0,13.1,7.9,6.4,162.7,29399.0,13968.0,103.0
Silver,71.0,35.0,8.9,4.4,8.1,182.5,25347.0,12713.0,27.0
Silver,48.0,29.0,9.1,8.9,5.0,206.2,26039.0,13915.0,39.0
Silver,65.0,78.0,5.6,4.5,12.4,143.7,17360.0,11274.0,31.0
Silver,55.0,44.0,10.1,9.5,10.1,135.3,22625.0,12858.0,38.0
Silver,50.0,105.0,8.3,5.5,10.1,137.9,16881.0,11775.0,74.0
Silver,50.0,44.0,7.5,4.3,4.1,201.9,19918.0,12457.0,28.0
Silver,55.0,11.0,9.6,5.9,7.1,198.1,19975.0,13445.0,16.0
Silver,57.0,94.0,5.3,4.9,8.6,197.5,24880.0,11813.0,46.0
Silver,55.0,47.0,7.8,5.0,6.7,176.6,20382.0,11764.0,35.0
Silver,47.0,36.0,7.0,6.8,7.0,159.1,22653.0,11808.0,29.0
Silver,57.0,91.0,5.7,5.4,4.3,200.8,17641.0,12061.0,37.0
Silver,56.0,32.0,8.1,6.4,6.1,160.8,22190.0,12373.0,32.0
Silver,52.0,60.0,7.3,6.7,7.5,162.9,18783.0,11995.0,44.0
Silver,31.0,13.0,8.7,9.0,5.5,120.4,23667.0,11125.0,6.0
Silver,53.0,85.0,9.9,6.7,8.7,144.9,20307.0,13023.0,65.0
Silver,56.0,34.0,8.5,6.2,12.6,138.0,21503.0,12305.0,38.0
Silver,44.0,18.0,5.6,6.2,6.2,161.9,27841.0,11213.0,7.0
Silver,52.0,23.0,2.1,3.9,13.1,34.6,7124.0,7265.0,4.0
Silver,39.0,31.0,9.6,6.9,6.9,176.0,21714.0,12731.0,69.0
Silver,63.0,8.0,9.3,6.8,5.0,194.1,21354.0,13568.0,19.0
Silver,62.0,76.0,7.8,5.2,9.8,165.8,26308.0,12180.0,46.0
Silver,71.0,7.0,6.4,6.0,7.4,155.1,16724.0,10771.0,9.0
Silver,55.0,11.0,7.9,5.2,6.4,185.3,16365.0,11839.0,11.0
Silver,52.0,193.0,7.8,5.3,6.1,179.2,15783.0,12201.0,266.0
Silver,66.0,80.0,8.7,6.4,6.4,155.3,26726.0,12335.0,109.0
Silver,67.0,9.0,15.4,8.1,6.7,120.9,30530.0,13229.0,32.0
Silver,43.0,14.0,7.1,6.8,6.9,150.9,22960.0,10847.0,13.0
Silver,65.0,26.0,9.3,6.1,7.8,175.6,31289.0,13834.0,31.0
Silver,58.0,12.0,6.0,10.1,5.0,195.3,18702.0,12565.0,9.0
Silver,53.0,66.0,7.8,7.2,6.7,167.9,18792.0,11934.0,83.0
Silver,46.0,82.0,2.6,8.1,14.6,42.4,11204.0,8610.0,9.0
Silver,56.0,16.0,2.9,5.2,15.4,40.3,8363.0,8614.0,0.0
Silver,52.0,25.0,7.6,7.2,5.8,204.8,20981.0,12703.0,24.0
Silver,55.0,185.0,13.0,5.1,6.1,130.2,27541.0,12561.0,250.0
Silver,55.0,217.0,6.2,5.7,8.3,177.6,21851.0,11632.0,147.0
Silver,53.0,132.0,8.9,7.2,7.7,149.7,20326.0,12301.0,207.0
Silver,42.0,19.0,5.9,6.0,8.2,114.1,18639.0,9478.0,9.0
Silver,64.0,47.0,11.7,6.6,8.0,167.6,22438.0,13668.0,106.0
Silver,40.0,35.0,0.9,4.8,14.6,11.0,2965.0,7327.0,0.0
Silver,45.0,38.0,4.7,7.1,13.7,53.7,22605.0,10168.0,10.0
Silver,53.0,15.0,8.3,4.6,5.2,137.5,16863.0,10692.0,13.0
Silver,58.0,24.0,6.9,7.9,7.0,174.2,18630.0,12325.0,24.0
Silver,37.0,35.0,3.7,9.6,5.3,105.1,14691.0,8553.0,8.0
Silver,55.0,251.0,9.8,5.9,4.9,169.8,18542.0,13285.0,398.0
Silver,58.0,33.0,4.8,7.9,7.6,100.0,23558.0,10094.0,16.0
Silver,56.0,32.0,6.3,5.2,2.8,222.0,16797.0,13163.0,19.0
Silver,36.0,11.0,5.4,5.3,6.1,119.7,15656.0,9770.0,8.0
Silver,58.0,79.0,5.1,4.9,6.9,184.4,16605.0,11747.0,47.0
Silver,35.0,26.0,7.9,5.0,5.8,194.3,17827.0,12654.0,26.0
Silver,58.0,12.0,7.8,4.7,7.3,204.4,20120.0,13102.0,16.0
Silver,53.0,66.0,4.7,5.7,14.0,49.8,19899.0,10472.0,36.0
Silver,61.0,142.0,3.7,6.7,7.7,158.5,16523.0,10567.0,34.0
Silver,70.0,10.0,4.7,8.0,6.8,219.0,22166.0,13218.0,4.0
Silver,51.0,72.0,6.8,5.7,8.8,147.5,14549.0,11279.0,44.0
Silver,47.0,74.0,10.2,8.5,5.9,154.4,21571.0,12317.0,111.0
Silver,50.0,4.0,11.3,9.3,4.3,144.5,25889.0,12411.0,1.0
Silver,42.0,55.0,2.3,6.7,14.3,27.4,7622.0,7695.0,5.0
Silver,54.0,212.0,8.3,9.9,8.6,116.3,16123.0,11324.0,175.0
Silver,44.0,34.0,5.9,6.7,7.4,148.9,20534.0,10774.0,17.0
Silver,57.0,28.0,13.1,5.9,5.1,140.5,25877.0,12471.0,93.0
Silver,55.0,20.0,12.2,5.2,6.1,177.1,27649.0,13566.0,25.0
Silver,55.0,64.0,6.7,4.1,5.1,189.8,18025.0,12121.0,40.0
Silver,51.0,109.0,6.2,7.5,4.6,188.8,20456.0,12344.0,65.0
Silver,60.0,10.0,4.1,4.7,7.4,127.0,10574.0,8890.0,2.0
Silver,64.0,11.0,2.4,2.8,6.2,129.2,7312.0,7980.0,2.0
Silver,56.0,16.0,9.2,4.4,6.6,171.1,20510.0,12150.0,20.0
Silver,52.0,86.0,6.8,6.7,8.7,108.4,17748.0,10231.0,36.0
Silver,46.0,50.0,2.4,5.7,14.7,42.6,9008.0,8891.0,2.0
Silver,51.0,152.0,9.9,8.3,4.4,205.9,24605.0,13485.0,248.0
Silver,40.0,5.0,6.6,7.4,4.0,145.0,18082.0,11308.0,3.0
Silver,70.0,10.0,6.5,5.0,4.9,190.8,16864.0,11821.0,8.0
Silver,50.0,12.0,7.1,6.8,9.8,176.5,23610.0,11812.0,14.0
Silver,52.0,29.0,4.7,6.2,11.0,80.1,18489.0,9943.0,7.0
Silver,43.0,14.0,4.9,5.7,6.0,152.9,20827.0,10318.0,6.0
Silver,54.0,598.0,1.8,6.1,14.7,33.6,10607.0,8554.0,29.0
Silver,45.0,29.0,10.4,9.5,4.3,206.3,27838.0,13973.0,56.0
Silver,52.0,98.0,5.4,4.3,12.9,153.3,16710.0,11261.0,41.0
Silver,53.0,239.0,6.8,7.3,6.1,164.8,21602.0,11879.0,119.0
Silver,46.0,109.0,6.8,5.7,7.6,140.6,22311.0,11330.0,53.0
Silver,67.0,15.0,9.4,5.6,6.6,157.0,19599.0,12136.0,25.0
Silver,55.0,82.0,1.4,5.1,14.3,37.3,6385.0,7737.0,7.0
Silver,58.0,80.0,9.0,6.4,7.6,156.3,20601.0,12266.0,105.0
Silver,46.0,63.0,4.3,6.8,11.8,20.3,16288.0,9230.0,16.0
Silver,43.0,7.0,17.9,7.7,5.0,177.4,33847.0,15808.0,22.0
Silver,64.0,136.0,11.5,7.7,7.0,159.9,23878.0,13655.0,303.0
Silver,55.0,20.0,8.4,7.0,7.5,157.2,19442.0,12562.0,18.0
Silver,40.0,15.0,6.4,7.6,5.6,124.3,16321.0,9981.0,13.0
Bronze,57.0,65.0,8.2,4.6,7.0,189.2,19152.0,12911.0,64.0
Silver,61.0,23.0,4.1,5.5,4.5,134.8,16966.0,9171.0,4.0
Silver,60.0,99.0,2.3,5.8,15.2,34.6,9766.0,8684.0,4.0
Silver,31.0,13.0,8.4,7.8,8.4,198.7,26086.0,13530.0,13.0
Silver,60.0,181.0,7.7,6.2,9.8,128.4,27148.0,11168.0,117.0
Silver,48.0,31.0,2.6,6.1,12.4,35.2,9253.0,8186.0,1.0
Silver,47.0,101.0,9.2,7.4,7.7,136.9,21312.0,12017.0,125.0
Silver,61.0,18.0,2.3,6.3,14.1,36.9,8561.0,8516.0,1.0
Silver,52.0,31.0,8.8,7.4,5.8,161.8,19765.0,12195.0,26.0
Silver,47.0,60.0,7.1,7.4,6.9,160.2,20079.0,11757.0,40.0
Silver,56.0,383.0,8.8,7.4,9.5,147.5,26163.0,12262.0,344.0
Silver,45.0,47.0,9.8,6.9,5.7,148.6,20650.0,12331.0,40.0
Silver,64.0,44.0,10.9,8.0,7.9,176.1,32018.0,13438.0,84.0
Silver,39.0,13.0,5.7,4.0,7.7,157.0,15574.0,10407.0,10.0
Silver,53.0,34.0,5.5,7.1,6.9,175.9,26058.0,11500.0,24.0
Silver,63.0,72.0,8.1,6.3,6.6,194.8,20303.0,13251.0,70.0
Silver,46.0,93.0,8.8,4.9,5.6,128.7,19747.0,10933.0,112.0
Silver,48.0,105.0,3.3,6.8,6.4,111.4,7492.0,8614.0,18.0
Silver,60.0,72.0,5.6,6.1,12.6,48.5,20007.0,9893.0,16.0
Silver,70.0,37.0,11.8,7.4,5.2,194.1,27127.0,14505.0,72.0
Silver,43.0,14.0,9.4,6.9,4.1,109.5,21758.0,10169.0,28.0
Silver,52.0,82.0,5.3,6.9,6.3,184.7,24619.0,12042.0,18.0
Silver,67.0,9.0,11.2,5.7,6.2,177.2,24906.0,14010.0,21.0
Silver,60.0,5.0,2.4,5.2,15.0,9.6,8334.0,7736.0,0.0
Silver,58.0,64.0,10.1,6.6,5.8,165.0,18478.0,12670.0,82.0
Bronze,56.0,9.0,9.7,5.9,4.1,121.6,15862.0,9863.0,16.0
Bronze,71.0,7.0,10.6,9.6,7.4,162.0,20102.0,12875.0,11.0
Silver,31.0,13.0,2.7,7.6,6.5,58.6,10297.0,6582.0,1.0
Bronze,71.0,7.0,8.3,9.4,4.3,207.6,26305.0,13368.0,5.0
Silver,53.0,265.0,7.0,5.2,8.2,142.5,18087.0,10987.0,136.0
Silver,39.0,33.0,4.0,6.4,9.7,32.7,16959.0,8658.0,10.0
Silver,50.0,8.0,4.9,7.3,7.5,103.0,14243.0,9482.0,3.0
Silver,51.0,55.0,4.6,4.8,6.9,156.2,14485.0,10512.0,11.0
Silver,65.0,46.0,7.8,6.6,8.1,167.4,20379.0,12336.0,52.0
Silver,46.0,83.0,2.1,7.1,13.8,33.5,7569.0,7915.0,3.0
Bronze,42.0,50.0,7.3,6.4,5.2,153.6,16478.0,11203.0,69.0
Bronze,57.0,56.0,6.7,6.5,7.2,146.8,30274.0,11294.0,25.0
Bronze,54.0,177.0,10.4,7.6,6.3,155.8,28037.0,12720.0,326.0
Silver,63.0,179.0,7.9,7.3,9.9,166.6,30050.0,12114.0,158.0
Silver,53.0,40.0,10.0,6.9,6.1,154.7,22218.0,12341.0,56.0
Silver,53.0,34.0,8.6,4.8,5.2,152.8,16085.0,12041.0,66.0
Silver,62.0,21.0,3.5,8.7,10.6,34.4,21948.0,9688.0,5.0
Bronze,57.0,68.0,6.7,4.7,9.0,147.7,20096.0,11344.0,40.0
Bronze,50.0,2.0,3.5,8.0,5.0,150.0,10546.0,9738.0,0.0
Bronze,55.0,96.0,7.6,7.1,8.6,150.3,19314.0,12063.0,60.0
Bronze,54.0,13.0,7.0,5.3,9.7,61.7,22851.0,10741.0,4.0
Bronze,50.0,4.0,7.8,7.3,6.0,168.0,17189.0,12131.0,4.0
Silver,40.0,58.0,7.9,4.7,5.4,177.1,18864.0,11736.0,100.0
Bronze,50.0,24.0,7.5,5.5,5.8,141.1,17122.0,10692.0,17.0
Bronze,34.0,53.0,9.6,6.1,6.8,156.6,19021.0,13137.0,53.0
Bronze,51.0,41.0,1.0,3.1,15.7,3.6,5127.0,7197.0,1.0
Bronze,50.0,149.0,7.2,6.4,8.3,116.2,24117.0,10638.0,107.0
Bronze,56.0,27.0,2.9,4.0,14.2,23.0,11711.0,8863.0,6.0
Bronze,55.0,42.0,1.7,6.4,17.0,34.2,9022.0,8330.0,1.0
Bronze,56.0,72.0,9.4,5.8,7.2,165.3,20994.0,13460.0,121.0
Bronze,36.0,11.0,9.0,6.3,5.1,138.2,23598.0,11901.0,10.0
Bronze,54.0,13.0,10.1,5.8,5.2,189.3,20453.0,12873.0,17.0
Bronze,60.0,227.0,8.1,6.1,4.8,183.4,20132.0,12764.0,244.0
Bronze,55.0,56.0,8.9,6.7,7.4,182.4,19715.0,13320.0,38.0
Bronze,33.0,6.0,6.2,8.8,7.8,101.7,15439.0,9399.0,4.0
Bronze,60.0,5.0,8.6,7.0,9.6,195.4,23969.0,14427.0,5.0
Bronze,46.0,22.0,4.9,5.0,4.2,124.2,13631.0,9245.0,13.0
Bronze,44.0,9.0,4.8,5.2,5.9,190.4,15124.0,11459.0,1.0
Bronze,58.0,19.0,6.0,9.2,6.9,113.3,12680.0,10159.0,20.0
Bronze,47.0,86.0,2.0,5.5,13.4,37.3,10644.0,8635.0,6.0
Bronze,72.0,64.0,9.2,6.8,9.1,166.0,20692.0,13191.0,79.0
Bronze,71.0,7.0,6.9,7.3,12.4,173.7,24485.0,12988.0,5.0
Bronze,50.0,22.0,7.0,6.9,7.1,52.3,10542.0,10234.0,16.0
Bronze,43.0,7.0,3.0,4.9,5.7,23.6,9621.0,6739.0,2.0
Bronze,67.0,6.0,2.5,6.7,11.8,40.3,10670.0,8067.0,0.0
Bronze,52.0,42.0,10.4,6.8,8.2,154.8,22344.0,12713.0,65.0
Bronze,46.0,44.0,4.3,6.3,7.5,128.4,13093.0,9685.0,10.0
Bronze,45.0,31.0,7.1,4.5,9.0,169.2,18160.0,12021.0,29.0
Bronze,50.0,10.0,4.1,4.9,3.6,80.6,10015.0,7268.0,2.0
Bronze,56.0,9.0,7.2,10.3,5.8,230.8,33023.0,14454.0,7.0
Bronze,44.0,61.0,5.5,6.4,8.6,59.0,21943.0,9590.0,43.0
Bronze,45.0,20.0,8.1,6.9,7.7,141.4,22548.0,11770.0,12.0
Bronze,36.0,14.0,5.9,6.1,6.9,125.0,13616.0,10307.0,4.0
Silver,50.0,10.0,5.0,9.1,5.5,113.7,14172.0,9871.0,2.0
Bronze,60.0,10.0,9.2,4.5,6.9,138.1,22605.0,10721.0,17.0
Bronze,38.0,34.0,0.7,4.4,11.0,17.3,3799.0,7255.0,0.0
Bronze,55.0,125.0,10.3,5.9,8.2,168.8,21147.0,13087.0,217.0
Bronze,62.0,21.0,7.0,6.7,6.7,173.1,18192.0,11961.0,23.0
Bronze,67.0,24.0,11.6,6.1,6.5,159.1,21880.0,12044.0,90.0
Bronze,50.0,18.0,5.9,6.1,5.5,143.3,14297.0,10112.0,11.0
Bronze,70.0,10.0,8.3,4.7,6.3,135.3,14691.0,10633.0,9.0
Bronze,53.0,15.0,5.2,7.6,5.3,146.1,21608.0,10486.0,7.0
Bronze,41.0,17.0,5.0,6.5,8.4,50.0,20801.0,9189.0,7.0
Bronze,51.0,55.0,12.6,9.4,6.4,151.9,27408.0,13039.0,153.0
Bronze,54.0,130.0,7.5,7.8,2.7,156.1,23190.0,12125.0,101.0
Silver,63.0,40.0,10.1,6.3,9.0,132.5,17944.0,12552.0,49.0
Bronze,64.0,25.0,4.4,5.2,6.9,139.1,9952.0,9933.0,11.0
Bronze,50.0,240.0,6.5,4.1,8.4,178.5,17936.0,12109.0,173.0
Bronze,47.0,19.0,7.4,6.7,7.5,183.0,25928.0,12238.0,27.0
Bronze,54.0,68.0,7.7,4.7,6.7,169.9,18635.0,11684.0,58.0
Bronze,63.0,27.0,3.4,6.1,13.2,26.0,11406.0,8657.0,8.0
Bronze,36.0,22.0,5.7,7.4,7.1,134.5,25540.0,10532.0,8.0
